	E1	E3
EMC8	37.0	34.0
EMC9	3.0	0.0
EMD	43.0	28.0
EME1	38.0	22.0
EME2	0.0	3.0
EMG1	56.0	88.0
EML2	177.0	68.0
EML2-AS1	2.0	0.0
EML3	34.0	40.0
EML4	265.0	586.0
EMP1	0.0	7.0
EMP3	50.0	9.0
EMSLR	0.0	3.0
EMSY	57.0	103.0
EMSY-DT	2.0	0.0
ENC1	38.0	105.0
ENDOD1	77.0	64.0
ENDOG	0.0	2.0
ENDOV	2.0	4.0
ENG	37.0	8.0
ENO1	12804.0	4582.0
ENO2	716.0	465.0
ENOPH1	137.0	153.0
ENOSF1	17.0	0.0
ENOX2	40.0	83.0
ENPP2	62.0	9.0
ENPP4	254.0	236.0
ENPP5	5.0	7.0
ENPP6	0.0	2.0
ENSA	336.0	179.0
ENSG00000093100_MICAL3	2.0	0.0
ENSG00000111788	0.0	4.0
ENSG00000170089	13.0	0.0
ENSG00000173366	0.0	2.0
ENSG00000173727	4.0	0.0
ENSG00000173867	5.0	0.0
ENSG00000176593	0.0	2.0
ENSG00000177738	4.0	5.0
ENSG00000183889	4.0	0.0
ENSG00000184441_PFKL	9.0	10.0
ENSG00000187951	2.0	0.0
ENSG00000188002	15.0	0.0
ENSG00000203644	4.0	3.0
ENSG00000212978	2.0	4.0
ENSG00000213062	0.0	6.0
ENSG00000214135	0.0	4.0
ENSG00000214719	28.0	15.0
ENSG00000214999	2.0	0.0
ENSG00000215146	0.0	2.0
ENSG00000216642	2.0	0.0
ENSG00000216775	33.0	65.0
ENSG00000216895	2.0	0.0
ENSG00000217275	0.0	2.0
ENSG00000217801	7.0	0.0
ENSG00000223478	4.0	0.0
ENSG00000224079	2.0	0.0
ENSG00000224152	3.0	2.0
ENSG00000224376	3.0	0.0
ENSG00000224536	0.0	2.0
ENSG00000224905	0.0	2.0
ENSG00000224934	0.0	4.0
ENSG00000225205	9.0	4.0
ENSG00000225205_ITGA6-AS1	2.0	0.0
ENSG00000225335	2.0	0.0
ENSG00000225889	0.0	4.0
ENSG00000226084	0.0	5.0
ENSG00000226180_KLHDC4	0.0	4.0
ENSG00000226266_BAZ2B	0.0	2.0
ENSG00000226380_LINC-PINT	0.0	2.0
ENSG00000226465	2.0	4.0
ENSG00000226530	0.0	2.0
ENSG00000226571	0.0	2.0
ENSG00000226659	2.0	0.0
ENSG00000226756	5.0	7.0
ENSG00000227627	7.0	2.0
ENSG00000228037	4.0	0.0
ENSG00000228172	2.0	5.0
ENSG00000228506	8.0	15.0
ENSG00000228801	3.0	14.0
ENSG00000228801_ENSG00000272024	0.0	4.0
ENSG00000229180	16.0	7.0
ENSG00000229422	3.0	27.0
ENSG00000229689	6.0	11.0
ENSG00000229896_HIVEP1	0.0	30.0
ENSG00000229953	0.0	3.0
ENSG00000229953_ENSG00000272405	11.0	0.0
ENSG00000230432	2.0	0.0
ENSG00000230521	2.0	0.0
ENSG00000230521_ENSG00000285799	2.0	0.0
ENSG00000230628	0.0	7.0
ENSG00000230747_SNRNP200	1832.0	0.0
ENSG00000230773	3.0	0.0
ENSG00000230790	0.0	3.0
ENSG00000230896_IPP	2.0	0.0
ENSG00000232347_ZNF731P	0.0	2.0
ENSG00000232884	0.0	17.0
ENSG00000233184	0.0	5.0
ENSG00000233290	0.0	2.0
ENSG00000233712_FCRL5	2.0	0.0
ENSG00000233757	0.0	8.0
ENSG00000233967_BCKDHB	2.0	0.0
ENSG00000234426	0.0	2.0
ENSG00000234862	0.0	3.0
ENSG00000235560	2.0	3.0
ENSG00000235859	0.0	2.0
ENSG00000236297	0.0	2.0
ENSG00000236529_GTF2IP5	0.0	2.0
ENSG00000236924	2.0	0.0
ENSG00000236935	2.0	0.0
ENSG00000236941	15.0	61.0
ENSG00000237372	2.0	0.0
ENSG00000237550	353.0	131.0
ENSG00000237551	2.0	0.0
ENSG00000237590	3.0	0.0
ENSG00000239203_TRPV2	4.0	0.0
ENSG00000239665_PRPF18	0.0	5.0
ENSG00000240040_IGKV1-39	4.0	0.0
ENSG00000240040_IGKV3-20	0.0	3661.0
ENSG00000240040_IGKV3-7	10.0	0.0
ENSG00000242474	0.0	3.0
ENSG00000242659_NAA50	0.0	17.0
ENSG00000243004_MACC1	0.0	2.0
ENSG00000243554	0.0	3.0
ENSG00000243554_OR7E38P	6.0	0.0
ENSG00000244398	83.0	9.0
ENSG00000245025	2.0	10.0
ENSG00000245213	0.0	2.0
ENSG00000247679_B4GALT7	0.0	3.0
ENSG00000247934	0.0	4.0
ENSG00000248503	6.0	4.0
ENSG00000248571	6.0	0.0
ENSG00000248993	6.0	17.0
ENSG00000249568	0.0	6.0
ENSG00000249624	7.0	27.0
ENSG00000249738	15.0	0.0
ENSG00000249790	7.0	0.0
ENSG00000249959	0.0	2.0
ENSG00000250155	53.0	16.0
ENSG00000250310	2.0	0.0
ENSG00000250519_PANX1	71.0	113.0
ENSG00000250775	0.0	5.0
ENSG00000251002	34.0	36.0
ENSG00000251364	0.0	5.0
ENSG00000251555_RPL7AP28	0.0	23.0
ENSG00000253125	4.0	8.0
ENSG00000253666	8.0	0.0
ENSG00000253690	2.0	0.0
ENSG00000253853	0.0	3.0
ENSG00000253882	112.0	0.0
ENSG00000254006	2.0	0.0
ENSG00000254102	4.0	0.0
ENSG00000254207	2.0	0.0
ENSG00000254298_ANXA6	0.0	1410.0
ENSG00000254409_ALKBH3	0.0	2.0
ENSG00000254485_SRGAP3	0.0	2.0
ENSG00000254536	0.0	2.0
ENSG00000254614	5.0	2.0
ENSG00000254682	3.0	0.0
ENSG00000254979	18.0	0.0
ENSG00000255031_TCIRG1	0.0	2.0
ENSG00000255284	2.0	0.0
ENSG00000255389_TRAF3IP2-AS1	2.0	0.0
ENSG00000255508	0.0	68.0
ENSG00000255872_FBXO10	7.0	0.0
ENSG00000256591	2.0	0.0
ENSG00000256594	13.0	10.0
ENSG00000256594_ENSG00000257027	0.0	7.0
ENSG00000256664_MDM2	71.0	28.0
ENSG00000256966	0.0	4.0
ENSG00000256966_FBXO10	2.0	0.0
ENSG00000257027_ENSG00000256594	8.0	0.0
ENSG00000257221	26.0	4.0
ENSG00000257261	0.0	2.0
ENSG00000257390	5.0	0.0
ENSG00000257524	12.0	7.0
ENSG00000258072	5.0	8.0
ENSG00000258082	2.0	3.0
ENSG00000258137_NCKAP1L	1236.0	1718.0
ENSG00000258311	4.0	5.0
ENSG00000258422_ENSG00000274330	0.0	2.0
ENSG00000258744	0.0	9.0
ENSG00000258871	0.0	2.0
ENSG00000259003	5.0	0.0
ENSG00000259015_DCAF4	2.0	0.0
ENSG00000259066	0.0	14.0
ENSG00000259209_ENSG00000259768	0.0	4.0
ENSG00000259712	12.0	0.0
ENSG00000259768	11.0	32.0
ENSG00000259772	32.0	9.0
ENSG00000259802	2.0	0.0
ENSG00000259820	0.0	2.0
ENSG00000259877	2.0	3.0
ENSG00000259959_NFXL1	0.0	5.0
ENSG00000260030	3.0	2.0
ENSG00000260160_ZNF841	0.0	2.0
ENSG00000260244	0.0	2.0
ENSG00000260267	4.0	4.0
ENSG00000260285	0.0	2.0
ENSG00000260404	6.0	2.0
ENSG00000260611	0.0	2.0
ENSG00000260719	2.0	2.0
ENSG00000260772	11.0	17.0
ENSG00000260912_ACER2	4.0	0.0
ENSG00000260914	0.0	2.0
ENSG00000260917	0.0	2.0
ENSG00000260954_IFT140_ENSG00000280327	0.0	4.0
ENSG00000260966	0.0	2.0
ENSG00000261136	0.0	2.0
ENSG00000261218	6.0	2.0
ENSG00000261218_PLCG2	0.0	20.0
ENSG00000261335	0.0	2.0
ENSG00000261611	10.0	6.0
ENSG00000261732	2.0	0.0
ENSG00000261775_UBL7-DT	0.0	2.0
ENSG00000261786	0.0	2.0
ENSG00000261804_RBL2	10.0	18.0
ENSG00000262714_ENSG00000261804	0.0	11.0
ENSG00000262879	2.0	11.0
ENSG00000263235_TRAP1	0.0	2.0
ENSG00000263244	4.0	19.0
ENSG00000263680	2.0	0.0
ENSG00000263731	3.0	0.0
ENSG00000263798_PNPO	23.0	30.0
ENSG00000265118	96.0	0.0
ENSG00000266368_ZNF18	0.0	6.0
ENSG00000266865	4.0	5.0
ENSG00000266976	6.0	4.0
ENSG00000267040	2.0	2.0
ENSG00000267040_ENSG00000267787	5.0	0.0
ENSG00000267058	2.0	0.0
ENSG00000267058_ZNF404	8.0	0.0
ENSG00000267059	0.0	10.0
ENSG00000267120	0.0	3.0
ENSG00000267122	0.0	3.0
ENSG00000267257	34.0	52.0
ENSG00000267257_MALT1	0.0	9.0
ENSG00000267303	2.0	6.0
ENSG00000267520	0.0	7.0
ENSG00000267547_ENSG00000267745_SLFN12	0.0	4.0
ENSG00000267575	0.0	4.0
ENSG00000267575_ENSG00000281468	6.0	0.0
ENSG00000267645	24.0	4.0
ENSG00000267745_SLFN12	0.0	33.0
ENSG00000267886	2.0	0.0
ENSG00000268027	17.0	35.0
ENSG00000268205	4.0	0.0
ENSG00000268362	6.0	2.0
ENSG00000268375_C19orf48	0.0	5.0
ENSG00000268403	0.0	2.0
ENSG00000268543_ZNF584	2.0	2.0
ENSG00000268573	39.0	62.0
ENSG00000268643_ERF	7.0	0.0
ENSG00000268858	16.0	10.0
ENSG00000269001	2.0	0.0
ENSG00000269044_SMIM7	2.0	0.0
ENSG00000269476	8.0	0.0
ENSG00000269533	10.0	5.0
ENSG00000269693_ZNF490	8.0	0.0
ENSG00000269825	2.0	2.0
ENSG00000269886_RPUSD3	2.0	5.0
ENSG00000270039_TSFM	3.0	10.0
ENSG00000270062	0.0	65.0
ENSG00000270083	2.0	0.0
ENSG00000270099_ENTPD1	23.0	0.0
ENSG00000270659	4.0	0.0
ENSG00000270956_TTN-AS1	4.0	5.0
ENSG00000271011_TTN-AS1	2.0	2.0
ENSG00000271741	2.0	11.0
ENSG00000271780	2.0	0.0
ENSG00000271797	0.0	2.0
ENSG00000271843_PSMD6	0.0	8.0
ENSG00000271870_TRNT1	0.0	8.0
ENSG00000271894	0.0	16.0
ENSG00000271976_ACTR8	2.0	0.0
ENSG00000271978_LYRM4	0.0	2.0
ENSG00000272173	2.0	0.0
ENSG00000272341_ATXN1-AS1	0.0	4.0
ENSG00000272405_ENSG00000229953	0.0	36.0
ENSG00000272456	0.0	4.0
ENSG00000272462	4.0	6.0
ENSG00000272468_H2BC11	2.0	0.0
ENSG00000272478_AUNIP	0.0	2.0
ENSG00000272501	7.0	4.0
ENSG00000272567_TIFA	6.0	28.0
ENSG00000272688	2.0	0.0
ENSG00000272688_MYOM1	0.0	3.0
ENSG00000272779	67.0	71.0
ENSG00000272831	2.0	0.0
ENSG00000272913	10.0	8.0
ENSG00000272917	2.0	0.0
ENSG00000272936_GUF1	2.0	0.0
ENSG00000272979_NEMP2	7.0	0.0
ENSG00000273004	5.0	0.0
ENSG00000273015	32.0	39.0
ENSG00000273154	0.0	2.0
ENSG00000273162	0.0	2.0
ENSG00000273203_CECR7	0.0	2.0
ENSG00000273221_DENND2D	2.0	2.0
ENSG00000273271_SCAF4	0.0	5.0
ENSG00000273272	8.0	0.0
ENSG00000273300_ENSG00000185065	0.0	2.0
ENSG00000273329	0.0	2.0
ENSG00000273402	3.0	0.0
ENSG00000273669	3.0	4.0
ENSG00000273784	14.0	10.0
ENSG00000273972_SQOR	0.0	2.0
ENSG00000273980	0.0	2.0
ENSG00000274265	0.0	3.0
ENSG00000274333	0.0	16.0
ENSG00000274425	5.0	9.0
ENSG00000275097_SINHCAF	84.0	0.0
ENSG00000275160	0.0	2.0
ENSG00000275418_MALT1	0.0	4.0
ENSG00000275464	201.0	103.0
ENSG00000275485	2.0	0.0
ENSG00000275496	2.0	30.0
ENSG00000275734_SPATA33	0.0	4.0
ENSG00000275765	2.0	0.0
ENSG00000275964	5.0	2.0
ENSG00000276077	0.0	31.0
ENSG00000276672_RFC3	0.0	2.0
ENSG00000276744_SIN3A	4.0	4.0
ENSG00000276853	7.0	0.0
ENSG00000277067	2.0	0.0
ENSG00000277067_ENSG00000278903	10.0	0.0
ENSG00000277117	27.0	94.0
ENSG00000277218	2.0	0.0
ENSG00000277840	0.0	2.0
ENSG00000277969	2.0	0.0
ENSG00000278390	0.0	5.0
ENSG00000278703_NARS1	0.0	2.0
ENSG00000278834	6.0	2.0
ENSG00000278878	2.0	0.0
ENSG00000278903	0.0	2.0
ENSG00000278903_ENSG00000277067	0.0	19.0
ENSG00000278932_LINC01666	2.0	0.0
ENSG00000278952_TM7SF2	2.0	0.0
ENSG00000279059_COX11	0.0	9.0
ENSG00000279088	2.0	3.0
ENSG00000279095	2.0	0.0
ENSG00000279117_ARRB1	0.0	6.0
ENSG00000279148_UHRF1BP1L	2.0	0.0
ENSG00000279267_RPL23AP7	4.0	7.0
ENSG00000279348_XRCC5	0.0	4.0
ENSG00000279453_SERINC1	2.0	0.0
ENSG00000279504_TBCB	0.0	29.0
ENSG00000279520_ATP6V0C	0.0	2.0
ENSG00000279529	2.0	0.0
ENSG00000279561	3.0	12.0
ENSG00000279583_SMG1P2	9.0	0.0
ENSG00000279598	0.0	2.0
ENSG00000279602	0.0	3.0
ENSG00000279673	2.0	0.0
ENSG00000279689	2.0	0.0
ENSG00000279748	4.0	3.0
ENSG00000279855	2.0	0.0
ENSG00000279965	0.0	10.0
ENSG00000280077	2.0	0.0
ENSG00000280153_CIITA	2.0	0.0
ENSG00000280161	0.0	2.0
ENSG00000280195	0.0	2.0
ENSG00000280202	0.0	5.0
ENSG00000280202_CRACR2A	0.0	5.0
ENSG00000280374_ENSG00000213963	2.0	6.0
ENSG00000280388	0.0	2.0
ENSG00000280433	2.0	0.0
ENSG00000280893_MVP	0.0	8.0
ENSG00000281468_ENSG00000267575	0.0	9.0
ENSG00000281538_NDUFA6-DT	2.0	6.0
ENSG00000282034	30.0	47.0
ENSG00000282988	5.0	0.0
ENSG00000283103	0.0	2.0
ENSG00000283196	0.0	2.0
ENSG00000283537_TCAF2	0.0	26.0
ENSG00000283761	0.0	3.0
ENSG00000283828	3.0	0.0
ENSG00000283959	0.0	2.0
ENSG00000284024	140.0	184.0
ENSG00000284116	14.0	0.0
ENSG00000284691	29.0	8.0
ENSG00000284738	2.0	0.0
ENSG00000284879	2.0	2.0
ENSG00000284906	8.0	6.0
ENSG00000285043	1386.0	725.0
ENSG00000285331_ZNF280D	2.0	0.0
ENSG00000285417	0.0	61.0
ENSG00000285446	37.0	7.0
ENSG00000285535	4.0	0.0
ENSG00000285565	0.0	39.0
ENSG00000285596_ENSG00000239556	2.0	0.0
ENSG00000285725	4.0	0.0
ENSG00000285744	7.0	2.0
ENSG00000285756	7.0	0.0
ENSG00000285772	9.0	0.0
ENSG00000285943	25.0	17.0
ENSG00000285976	53.0	1318.0
ENSG00000286001	3.0	0.0
ENSG00000286030_SLFN12L_SLFN13	4.0	0.0
ENSG00000286069	3.0	0.0
ENSG00000286118	3.0	0.0
ENSG00000286129	36.0	73.0
ENSG00000286186	8.0	5.0
ENSG00000286326	2.0	2.0
ENSG00000286445	0.0	2.0
ENSG00000286531	0.0	8.0
ENSG00000286535	2.0	6.0
ENSG00000286546	6.0	36.0
ENSG00000286638	0.0	2.0
ENSG00000286646	0.0	2.0
ENSG00000286760	2.0	2.0
ENSG00000287046	6.0	2.0
ENSG00000287055	3.0	0.0
ENSG00000287064	0.0	2.0
ENSG00000287091	0.0	2.0
ENSG00000287168	3.0	3.0
ENSG00000287252	5.0	2.0
ENSG00000287263	0.0	8.0
ENSG00000287265	26.0	21.0
ENSG00000287313	2.0	0.0
ENSG00000287335	0.0	2.0
ENSG00000287421	0.0	2.0
ENSG00000287797	2.0	0.0
ENSG00000287812	8.0	4.0
ENSG00000287837_SUGT1P3	2.0	0.0
ENSG00000288018	0.0	2.0
ENSG00000288021	0.0	2.0
ENSG00000288534	2.0	5.0
ENSG00000288573	2.0	0.0
ENSG00000288591	0.0	2.0
ENSG00000288670_SDHC	0.0	2.0
ENSG00000288684	2.0	0.0
ENSG00000288721	4.0	5.0
ENSG00000288724	0.0	2.0
ENSG00000288730_IGHM	77.0	0.0
ENSG00000288738	0.0	2.0
ENSG00000288767	2.0	0.0
ENSG00000288829_PSMB1	0.0	2.0
ENSG00000288891	0.0	4.0
ENSG00000288899_ZNF460	3.0	0.0
ENSG00000288904	2.0	0.0
ENSG00000288924	10.0	12.0
ENSG00000288952_TIMP4	0.0	2.0
ENSG00000288953_ZNF611	2.0	4.0
ENSG00000289007	2.0	0.0
ENSG00000289009	3.0	0.0
ENSG00000289017	0.0	2.0
ENSG00000289047	64.0	122.0
ENSG00000289079	0.0	5.0
ENSG00000289082	0.0	2.0
ENSG00000289135	2.0	0.0
ENSG00000289161	3.0	0.0
ENSG00000289234	2.0	0.0
ENSG00000289260	2.0	0.0
ENSG00000289282_PRRC2A	0.0	2.0
ENSG00000289298	2.0	0.0
ENSG00000289341	2.0	0.0
ENSG00000289357_CDCA2	5.0	23.0
ENSG00000289394_MIER1	4.0	0.0
ENSG00000289439	2.0	0.0
ENSG00000289469	2.0	5.0
ENSG00000289471	2.0	0.0
ENSG00000289502_C8orf88	34.0	45.0
ENSG00000289520	0.0	2.0
ENSG00000289523_MAPK1IP1L	0.0	4.0
ENSG00000289541	2.0	4.0
ENSG00000289594	0.0	3.0
ENSG00000289613_PMPCB	7.0	0.0
ENSG00000289637_HSPA1L	0.0	2.0
ENTPD1	960.0	2051.0
ENTPD1-AS1	9.0	25.0
ENTPD1_ENSG00000270099	0.0	50.0
ENTPD2	0.0	3.0
ENTPD4	42.0	74.0
ENTPD5	9.0	19.0
ENTPD6	96.0	104.0
ENTPD7	22.0	58.0
ENY2	167.0	77.0
EOGT	21.0	89.0
EOLA1	13.0	6.0
EOLA2	25.0	14.0
EP300	15.0	0.0
EP400	42.0	89.0
EP400P1	9.0	9.0
EPAS1	30.0	8.0
EPB41	339.0	405.0
EPB41L2	605.0	853.0
EPB41L4A	0.0	3.0
EPB41L4A-AS1	3.0	6.0
EPB41L5	73.0	211.0
EPC1	14.0	19.0
EPDR1	33.0	11.0
EPG5	34.0	57.0
EPHA3	0.0	4.0
EPHB1	57.0	59.0
EPHX2	49.0	18.0
EPM2A	0.0	3.0
EPM2AIP1	14.0	9.0
EPN1	65.0	26.0
EPN2	9.0	2.0
EPOR	3.0	0.0
EPRS1	720.0	1059.0
EPS15	1646.0	2163.0
EPS15L1	270.0	245.0
EPS8	92.0	20.0
EPS8L2	18.0	3.0
EPSTI1	92.0	56.0
ERAL1	51.0	55.0
ERAP1	894.0	1188.0
ERAP2	5.0	205.0
ERBB2	0.0	6.0
ERBIN	121.0	198.0
ERC1	0.0	78.0
ERCC1	38.0	38.0
ERCC2	110.0	134.0
ERCC3	165.0	169.0
ERCC4	12.0	15.0
ERCC5	405.0	451.0
ERCC6	69.0	124.0
ERCC6L	167.0	385.0
ERCC6L2	36.0	50.0
ERCC8	18.0	29.0
EREG	3.0	0.0
ERF	0.0	4.0
ERF_ENSG00000268643	0.0	2.0
ERG28	82.0	37.0
ERGIC1	449.0	260.0
ERGIC2	124.0	75.0
ERGIC2_ENSG00000257176	0.0	2.0
ERGIC3	65.0	39.0
ERH	284.0	114.0
ERI1	165.0	216.0
ERI2	129.0	175.0
ERI3	18.0	18.0
ERICH1	17.0	3.0
ERICH5	9.0	0.0
ERLEC1	157.0	143.0
ERLIN1	168.0	133.0
ERLIN2	49.0	128.0
ERMAP	0.0	17.0
ERMARD	30.0	29.0
ERMN_CYTIP	2.0	0.0
ERMP1	9.0	0.0
ERN1	75.0	96.0
ERO1A	27.0	0.0
ERO1B	181.0	50.0
ERP27	0.0	2.0
ERP27_ARHGDIB	3.0	0.0
ERP29	140.0	69.0
ERP44	306.0	244.0
ERRFI1	4.0	29.0
ERV3-1	10.0	16.0
ERVK13-1	2.0	3.0
ERVK3-1	18.0	20.0
ESAM	30.0	50.0
ESCO1	38.0	37.0
ESCO2	273.0	476.0
ESD	70.0	52.0
ESF1	45.0	40.0
ESPL1	289.0	313.0
ESR2	4.0	0.0
ESRP1	0.0	2.0
ESRRA	2.0	5.0
ESS2	14.0	11.0
ESYT1	1174.0	1996.0
ESYT2	8.0	29.0
ETAA1	78.0	98.0
ETF1	432.0	800.0
ETFA	199.0	101.0
ETFB	28.0	13.0
ETFBKMT	0.0	2.0
ETFDH	27.0	82.0
ETFRF1	7.0	4.0
ETHE1	9.0	3.0
ETNK1	70.0	96.0
ETS1	4.0	0.0
ETS2	10.0	17.0
ETV3	7.0	0.0
ETV4	13.0	0.0
ETV5	63.0	22.0
ETV6	5.0	4.0
ETV7	2.0	0.0
EVC	0.0	2.0
EVI2A	43.0	21.0
EVI2B	56.0	257.0
EVL	490.0	278.0
EWSR1	859.0	906.0
EXD2	37.0	85.0
EXD3	5.0	0.0
EXO1	135.0	357.0
EXO5	8.0	11.0
EXOC1	86.0	137.0
EXOC2	225.0	463.0
EXOC3	35.0	21.0
EXOC4	30.0	491.0
EXOC5	875.0	1301.0
EXOC6	10.0	57.0
EXOC6B	21.0	74.0
EXOC7	290.0	494.0
EXOC8	37.0	65.0
EXOG	3.0	24.0
EXOSC1	11.0	8.0
EXOSC10	278.0	296.0
EXOSC2	48.0	24.0
EXOSC3	3.0	0.0
EXOSC4	6.0	3.0
EXOSC5	24.0	6.0
EXOSC6	2.0	0.0
EXOSC7	52.0	32.0
EXOSC8	14.0	7.0
EXOSC9	61.0	49.0
EXPH5	3.0	4.0
EXT1	0.0	2.0
EXT2	92.0	133.0
EXTL2	5.0	27.0
EXTL3	77.0	199.0
EYA2	2.0	0.0
EYA3	129.0	108.0
EZH1	19.0	37.0
EZH2	134.0	208.0
EZH2_ENSG00000286180	2.0	0.0
EZR	1737.0	1337.0
F12	8.0	0.0
F13A1	36.0	3.0
F2R	34.0	12.0
F5	0.0	8.0
F8	26.0	44.0
FAAH2	2.0	0.0
FAAH_NSUN4	2.0	0.0
FAAP100	123.0	162.0
FAAP20	7.0	2.0
FABP5	142.0	51.0
FADD	76.0	50.0
FADS1	20.0	7.0
FADS2	380.0	347.0
FADS3	2.0	0.0
FAF1	0.0	14.0
FAF2	290.0	674.0
FAH	36.0	31.0
FAHD1	14.0	14.0
FAHD2A	28.0	18.0
FAHD2CP	2.0	0.0
FAIM	4.0	0.0
FAM102A	54.0	20.0
FAM102B	0.0	13.0
FAM104A	363.0	498.0
FAM104B	2.0	5.0
FAM107B	43.0	54.0
FAM110A	7.0	2.0
FAM110B	2.0	31.0
FAM111A	121.0	197.0
FAM111B	30.0	65.0
FAM114A1	20.0	2.0
FAM114A2	87.0	166.0
FAM117A	29.0	25.0
FAM118A	14.0	5.0
FAM118B	10.0	13.0
FAM120A	29.0	39.0
FAM120AOS	42.0	17.0
FAM120B	154.0	272.0
FAM120C	4.0	13.0
FAM126A	293.0	373.0
FAM126B	2.0	15.0
FAM131A	4.0	0.0
FAM133B	21.0	23.0
FAM135A	39.0	49.0
FAM136A	110.0	107.0
FAM13A	9.0	0.0
FAM13B	68.0	220.0
FAM156A	20.0	37.0
FAM156B	25.0	41.0
FAM157B	0.0	3.0
FAM161A	4.0	0.0
FAM161B	0.0	8.0
FAM162A	120.0	31.0
FAM167A	33.0	0.0
FAM168A	0.0	17.0
FAM168B	104.0	284.0
FAM169A	5.0	53.0
FAM171A1	5.0	0.0
FAM171B	0.0	22.0
FAM172A	136.0	257.0
FAM172BP	2.0	3.0
FAM174A	26.0	9.0
FAM174A-DT	0.0	2.0
FAM174B	211.0	483.0
FAM174C	28.0	14.0
FAM177A1	27.0	18.0
FAM185A	7.0	5.0
FAM187A	2.0	0.0
FAM187B2P	2.0	0.0
FAM189B	26.0	5.0
FAM193A	10.0	9.0
FAM193A_RNF4	0.0	12.0
FAM193B	4.0	0.0
FAM199X	41.0	111.0
FAM200A	24.0	37.0
FAM200B	3.0	2.0
FAM204A	119.0	131.0
FAM210A	199.0	153.0
FAM214A	12.0	17.0
FAM214B	35.0	13.0
FAM215A	2.0	0.0
FAM216A	33.0	19.0
FAM217B	2.0	2.0
FAM218A	2.0	0.0
FAM219B	22.0	19.0
FAM220A	11.0	15.0
FAM221A	7.0	3.0
FAM222B	7.0	12.0
FAM227B	6.0	2.0
FAM234A	116.0	83.0
FAM234B	24.0	21.0
FAM241A	0.0	2.0
FAM24B	0.0	9.0
FAM30A	22.0	0.0
FAM32A	98.0	72.0
FAM3A	31.0	16.0
FAM3C	70.0	34.0
FAM50A	31.0	21.0
FAM50B	15.0	7.0
FAM53A	2.0	3.0
FAM53B	30.0	33.0
FAM53B_EEF1AKMT2	2.0	0.0
FAM53C	231.0	468.0
FAM72A	123.0	115.0
FAM72B	12.0	0.0
FAM72C	27.0	8.0
FAM72D	2.0	20.0
FAM76A	11.0	11.0
FAM76B	49.0	79.0
FAM78A	33.0	47.0
FAM81A	78.0	51.0
FAM83D	55.0	50.0
FAM83G	85.0	102.0
FAM86C1P	12.0	9.0
FAM86C2P	0.0	6.0
FAM86DP	7.0	3.0
FAM86JP	2.0	2.0
FAM8A1	27.0	28.0
FAM91A1	499.0	349.0
FAM98A	313.0	634.0
FAM98B	0.0	3.0
FAM98C	7.0	4.0
FAN1	108.0	161.0
FANCA	94.0	129.0
FANCB	23.0	20.0
FANCC	56.0	110.0
FANCD2	199.0	330.0
FANCF	38.0	65.0
FANCG	48.0	41.0
FANCG_VCP	0.0	2717.0
FANCI	809.0	1140.0
FANCL	22.0	8.0
FANCM	3.0	2.0
FAR1	246.0	527.0
FAR2	13.0	2.0
FAR2P2	0.0	11.0
FARP1	8.0	0.0
FARP2	56.0	229.0
FARS2	30.0	32.0
FARSA	92.0	68.0
FARSB	197.0	309.0
FAS	293.0	396.0
FASN	153.0	1106.0
FASTK	39.0	36.0
FASTKD1	205.0	317.0
FASTKD2	136.0	256.0
FASTKD3	36.0	64.0
FASTKD5	121.0	286.0
FAT2	2.0	0.0
FAU	237.0	53.0
FBF1	4.0	18.0
FBH1	22.0	23.0
FBL	117.0	67.0
FBLN5	2.0	0.0
FBN1	0.0	8.0
FBN2	0.0	9.0
FBRS	34.0	71.0
FBXL12	61.0	35.0
FBXL15	6.0	0.0
FBXL17	0.0	2.0
FBXL18	14.0	37.0
FBXL20	2.0	2.0
FBXL3	51.0	65.0
FBXL4	8.0	24.0
FBXL5	281.0	468.0
FBXL8	6.0	5.0
FBXL8_ENSG00000265690	0.0	2.0
FBXO10	68.0	83.0
FBXO10_ENSG00000255872	0.0	13.0
FBXO11	4.0	2.0
FBXO16	5.0	0.0
FBXO17	4.0	0.0
FBXO21	146.0	273.0
FBXO22	87.0	106.0
FBXO25	7.0	17.0
FBXO27	0.0	2.0
FBXO28	116.0	214.0
FBXO3	101.0	105.0
FBXO30	92.0	186.0
FBXO30-DT	2.0	2.0
FBXO31	10.0	7.0
FBXO32	3.0	0.0
FBXO33	2.0	0.0
FBXO34	218.0	239.0
FBXO36	2.0	7.0
FBXO38	301.0	324.0
FBXO4	19.0	15.0
FBXO41	8.0	28.0
FBXO42	55.0	37.0
FBXO43	5.0	4.0
FBXO44	17.0	5.0
FBXO45	3.0	7.0
FBXO48	2.0	0.0
FBXO5	93.0	118.0
FBXO6	36.0	33.0
FBXO7	261.0	206.0
FBXO8	46.0	23.0
FBXO9	8.0	7.0
FBXW11	534.0	500.0
FBXW2	310.0	722.0
FBXW4	0.0	4.0
FBXW5	71.0	50.0
FBXW7	39.0	7.0
FBXW8	8.0	20.0
FBXW9	20.0	10.0
FBXW9_TNPO2	0.0	2.0
FCER2	154.0	133.0
FCF1	3.0	7.0
FCGR2B	10.0	3.0
FCHO1	79.0	39.0
FCHSD1	39.0	24.0
FCHSD2	100.0	140.0
FCMR	807.0	327.0
FCN2	0.0	2.0
FCRL4	0.0	2.0
FCRL5	175.0	32.0
