gene	COUNT(id)
POLR2B	26
HMBOX1	26
TTC13	26
UFM1	25
BLK	25
E2F8	25
GHITM	25
XRN2	25
NUP107	25
PPP1R12A	25
SIDT2	25
WDR36	25
GUCD1	25
DDX60	25
PATJ	25
CARNMT1	25
RPRD1B	25
ARHGAP31	25
MYO6	25
DTX3L	25
DERL2	25
RUNX3	25
CSTF1	25
PTGES3	25
PPP4R3A	25
CCDC47	25
PTCD3	25
NCBP2	25
USP8	25
NUP62	25
C11orf58	25
BORA	25
AHR	25
FECH	25
HAUS3	25
ZNF227	25
MCM7	25
PPP1R21	25
HDHD2	25
TTLL4	25
MCM3AP	25
APEH	25
ABCC10	25
LPGAT1	25
ASCC1	25
NCOA4	25
VAPA	25
UBA7	25
MTO1	25
OXA1L	25
DOT1L	25
ZFR	25
AMPD2	25
FNBP1	25
GOLPH3L	25
EEF1AKMT2	25
DCLRE1C	25
CHI3L2	25
ZNF395	25
NOC2L	25
SMC5	25
TES	25
RASSF5	25
GTF2H2C	25
EIF1AD	25
MRRF	25
MARS1	25
RNF14	25
KIF18B	25
USP20	25
SRSF1	25
UBXN4	25
SLC39A6	25
CTSS	25
PIM2	25
MACROD2	25
CDV3	25
EZH2	25
ANXA4	25
NOD1	25
GOLM2	25
SCRN1	25
MYD88	25
PXN	25
DCUN1D4	25
BTBD3	25
NLRC3	25
TBC1D10C	25
NOP14	25
EDEM1	25
ASAH2B	25
DPP8	25
TFEB	25
VTI1A	25
MED14	25
ZNF518B	25
RPA1	25
NID1	25
TACC3	25
FASN	25
EXOSC10	25
CREB1	25
IRAK4	25
DBNL	25
CUL7	25
DDX24	25
JAK3	25
PABIR2	25
BTN3A1	25
CAPZA2	25
BRPF1	25
SELENOT	25
TFAM	25
PTMA	25
EDA2R	25
PIK3C2B	24
RBBP7	24
DNMT1	24
PRPSAP2	24
METTL16	24
USP32	24
ST7	24
NUP88	24
PDE12	24
PSME3	24
PPP2R2A	24
ZBTB25	24
NEMP2	24
FBXO3	24
TAP2	24
TTC21B	24
RMDN1	24
NSD1	24
AP1S2	24
FRMD8	24
PRPF6	24
AARS1	24
S1PR1	24
OCIAD1	24
VPS8	24
WSB1	24
SMIM15	24
NEDD4L	24
CD300A	24
SLTM	24
ZNHIT6	24
PMS2	24
SRP9	24
MICAL1	24
SRBD1	24
VASH2	24
GNPAT	24
SLFN5	24
SF3A1	24
NDFIP2	24
RFC5	24
UIMC1	24
TOPBP1	24
APAF1	24
PNPLA8	24
PFKP	24
TLR7	24
SCYL1	24
FOXRED2	24
SIK2	24
IL2RB	24
UBTF	24
RMND5B	24
FPGT	24
SMC6	24
NCBP3	24
NARS1	24
GPHN	24
ATP6V1C1	24
E2F7	24
DCAF13	24
TBC1D25	24
DCAF5	24
ELP3	24
LETM1	24
EMC1	24
MED4	24
CLEC2D	24
ATP9B	24
LPXN	24
TRMT10A	24
ERGIC1	24
PRR14L	24
PTPN1	24
CALCOCO2	24
UTP25	24
OS9	24
GPR107	24
CHPF2	24
TTC30A	24
SNX2	24
ALG11	24
FASTKD2	24
ADD1	24
C5orf51	24
SELL	24
MAP4K5	24
UTRN	24
JKAMP	24
TUG1	24
SNX6	24
FANCC	24
CCNC	24
LAMP2	24
TRIM5	24
GLB1	24
SLC35A3	24
ENO2	24
HTATSF1	24
ATF6	24
ZNF292	24
LNPEP	24
MSMO1	24
DLD	24
RPL3	24
GTDC1	24
PTP4A3	24
SAFB	24
PELI1	24
ALG9	24
PIK3R1	24
PUS7	24
RAPGEF6	24
MDM1	24
ENSG00000214719	24
MTR	24
CCNK	24
ARRDC3	24
TFG	24
OGFOD1	24
HIF1AN	24
RIOX2	24
TIFA	24
IDI1	24
ZNF561	24
DDX11	24
C11orf54	24
CHD2	24
GANAB	24
CCL22	24
CDK16	24
MGAT1	23
POLE	23
ZDHHC6	23
HJURP	23
SCYL3	23
MAP4K2	23
OLA1	23
PRMT5	23
MGLL	23
MAT2B	23
DCTN4	23
SLC41A2	23
SPDL1	23
USP54	23
PPARD	23
KIFC1	23
RWDD4	23
KIFAP3	23
ALAS1	23
DOCK7	23
SETDB1	23
EEF2K	23
M6PR	23
SAT1	23
KIF2C	23
PRPF4	23
TOX4	23
DYNC1H1	23
SPATS2	23
RALB	23
KIF20A	23
HERC5	23
DHDDS	23
EIF3E	23
ADPRH	23
HMGN1	23
VTA1	23
YARS1	23
RANGAP1	23
AASDH	23
SPTY2D1	23
PRELID3B	23
ZNF79	23
ZBTB33	23
VTI1B	23
ANKZF1	23
SLC5A6	23
PPP3CC	23
CRYBG1	23
DIP2A	23
LETMD1	23
RAP1B	23
NSF	23
CCT5	23
CD80	23
FYCO1	23
SWAP70	23
MLLT10	23
USP22	23
UBAP1	23
GIMAP6	23
ZNF106	23
NOP56	23
IGF2R	23
MR1	23
ARHGAP15	23
RPAP3	23
GPR15	23
GBP5	23
RMI1	23
MLX	23
CDCA2	23
TMED10	23
FCHO1	23
VPS50	23
TMEM19	23
MSC-AS1	23
CAPZA1	23
NCDN	23
CCDC25	23
ATG9A	23
ARL8B	23
USP30	23
BNIP3	23
BNIP3L	23
BCAP29	23
WDR62	23
GMPS	23
FEM1C	23
GCA	23
KDM2A	23
FAF2	23
RAB14	23
PSMF1	23
APPL1	23
CCNT2	23
STT3B	23
NAB1	23
HDAC2	23
RAB11A	23
FAAP100	23
USP34	23
CAAP1	23
CEMIP2	23
RBM18	23
MRPL3	23
PUF60	23
TCF4	23
TUBGCP6	23
ASPH	23
SRSF4	23
ZNF131	23
CHAMP1	23
ERP44	22
C11orf24	22
TSC2	22
MRPS16	22
PHTF1	22
EIF3J	22
MBNL3	22
SLC2A3	22
ANKLE2	22
MESD	22
ZNF224	22
SNRK	22
NCK1	22
SYK	22
SPATA13	22
TSC1	22
KATNBL1	22
ARMCX3	22
IGHM	22
SYNGR2	22
ZNF496	22
PRMT7	22
ACADVL	22
SLC33A1	22
INTS10	22
SNX1	22
CHD6	22
FBXO21	22
FARP2	22
PDS5A	22
RBM25	22
RARS2	22
OSBPL2	22
NADK	22
RIC8A	22
TMEM170A	22
DBF4B	22
GEMIN5	22
NFYA	22
SCAMP1	22
ZNF736	22
EIF2A	22
YIPF4	22
LRRFIP2	22
HERC6	22
TDG	22
STIM1	22
PRUNE1	22
CLIC4	22
FAM76B	22
TRPV2	22
TMEM241	22
UPF2	22
ELL	22
MMS22L	22
ERCC6L2	22
CALR	22
C18orf54	22
N4BP2L2	22
PSAP	22
NPM1	22
USP46	22
RSU1	22
TBC1D22A	22
SAMD9	22
UBE2N	22
LACC1	22
ATP11B	22
AACS	22
RETREG3	22
PSMD12	22
GNS	22
DTX2	22
NUS1	22
BMS1	22
IBTK	22
EXOSC9	22
HECTD1	22
RAB11FIP1	22
SLAMF6	22
SHMT1	22
AAR2	22
SSRP1	22
SGSH	22
GNL2	22
SPTLC1	22
FOXN3	22
POLR3C	22
DPYD	22
FYN	22
IFRD1	22
CD40	22
MAN2B1	22
PDHA1	22
SMARCAL1	22
DLGAP4	22
DPH7	22
DNAJB14	22
CCNI2	22
ZMPSTE24	22
LIMK2	22
ADORA2A	22
DYM	22
USPL1	22
HMGB2	22
UPRT	22
MRPS6	22
RNF20	22
TTC27	22
SETDB2	22
UBE2D2	22
RNF13	22
ZNF160	22
RNF4	22
NET1	22
BRAF	22
PNISR	22
NEK4	22
SH3GLB1	22
POLR2D	22
HMG20A	22
ETFA	22
BCL2L1	22
SCFD2	21
PRMT3	21
HLA-C	21
KRR1	21
IQCB1	21
ASL	21
MAPKAP1	21
ORMDL1	21
YTHDC2	21
ATAD2B	21
SUCLG2	21
TPM4	21
CD109	21
VPS26A	21
TPR	21
ZFYVE16	21
RHOT2	21
ENTPD7	21
HLA-DOA	21
MAP2K6	21
CCNF	21
HLA-DPA1	21
SNX10	21
PTPA	21
H2AC6	21
TAF6	21
SACS	21
DPY19L3	21
NOC3L	21
LAX1	21
FDXACB1	21
DHX9	21
PARP10	21
IGHG3	21
ECHDC1	21
FGD5-AS1	21
MAGT1	21
MRPL42	21
FLII	21
MCFD2	21
TRIQK	21
AKT2	21
GRIPAP1	21
ARPC2	21
DUT	21
TRAF4	21
TRAF7	21
GALK2	21
CBWD1	21
CASP7	21
MBD5	21
DEDD	21
GABPB1	21
CAPN7	21
PIGA	21
ATG4B	21
ZEB1	21
MRM2	21
SUSD6	21
CCDC93	21
CAMK4	21
MROH1	21
WDR5	21
MACIR	21
VPS35L	21
POLR3A	21
GUCY1B1	21
ITGB7	21
DDX46	21
SMU1	21
USP11	21
MARCHF5	21
GRK3	21
DDX59	21
VPS37A	21
USP9Y	21
SYPL1	21
HSPA4L	21
CHMP5	21
CSNK1D	21
BRAP	21
CSTF2T	21
SPICE1	21
KIF15	21
ABHD2	21
GM2A	21
ZNF445	21
APP	21
RPL13	21
SLC25A30	21
CTR9	21
IL32	21
BTK	21
TNIK	21
CUL2	21
PALS1	21
LGALS9	21
STAMBP	21
SLC29A1	21
NCF1	21
PUS10	21
ENSA	21
TICRR	21
GPD2	21
GPI	21
ARFIP1	21
RBM12B	21
SP140L	21
ZNF25	21
LIPA	21
ABCD2	21
GK	21
GNB1	21
PMPCB	21
VMP1	21
GOLGA5	21
TMCO4	21
HDAC5	21
BDH1	21
ZSCAN12	21
KHNYN	21
SHKBP1	21
UQCC1	21
TMCO1	21
SHMT2	21
TOP1	21
PLXNC1	21
ZSCAN30	21
COPS7A	21
HSP90AA1	21
RPRD1A	21
CRNKL1	21
PCK2	21
PSMD2	21
WDR7	21
TSPAN14	21
PLSCR1	21
RAD54B	21
ZFP1	21
PRKACB	21
BBS7	21
RFC3	21
NUCB2	21
CHL1	21
OSBPL11	21
GGNBP2	21
ELF4	21
THAP9-AS1	21
ELOC	21
C19orf12	21
ERAP2	21
ELOA	21
SLC35C2	21
ERCC2	21
SLC35B3	21
PSMA1	21
PDSS2	21
DBT	21
RAD18	20
CBR4	20
UBE2F	20
SLC25A17	20
SLC19A1	20
TMEM106B	20
FLNB	20
CNOT9	20
ATP11C	20
CIP2A	20
TRAPPC10	20
RFT1	20
RPN1	20
MOB4	20
SPHK2	20
ENTPD4	20
RER1	20
RACK1	20
TBRG1	20
PLOD1	20
FADS2	20
CDK2	20
LARP1B	20
TMEM273	20
NELFCD	20
SLF2	20
NEMF	20
POLR3E	20
SEPTIN10	20
ZNF761	20
ABCF1	20
HCFC1	20
ZNF646	20
YPEL5	20
ATG7	20
COPS3	20
PHF21A	20
HLCS	20
KCTD9	20
EXD2	20
ZNF585B	20
ZNF75D	20
MFNG	20
THAP5	20
RBMX	20
ZGRF1	20
MOXD1	20
SLC35F2	20
PEX5	20
TM2D2	20
MACC1	20
SLC37A1	20
RAB18	20
RAD54L	20
ABCB7	20
PNRC2	20
KIAA1109	20
ATL3	20
NUP54	20
GTF2A1	20
OBI1	20
PER1	20
UTP6	20
MORF4L1	20
SLC9A6	20
YTHDC1	20
CTNNA2	20
UEVLD	20
LRRC40	20
SWT1	20
ZC3H13	20
SECISBP2L	20
PCIF1	20
ZNF248	20
CLPX	20
EFL1	20
SLC2A1	20
NAA15	20
PRXL2B	20
PPIA	20
MTG2	20
NUTM2A-AS1	20
FAM81A	20
PTPMT1	20
RAP2C	20
RBM10	20
PEA15	20
IRF2BP2	20
PTCH1	20
DDX19B	20
ACBD5	20
ENSG00000289047	20
N4BP2	20
TDRD3	20
NOMO2	20
FCRLA	20
MGME1	20
TASOR	20
CTSC	20
LRIF1	20
TMEM168	20
CAMKK2	20
TRIM39	20
STX11	20
CNOT10	20
SMG1	20
L3MBTL3	20
PITRM1	20
IARS2	20
MYO19	20
AUTS2	20
INTS9	20
SLC43A2	20
TOMM40L	20
B3GALNT1	20
EIF4A1	20
POLDIP2	20
MKRN2	20
STX17	20
ZFX	20
PARM1	20
SERPINB8	20
STAM	20
TMEM201	20
ATP6AP2	20
NVL	20
MPEG1	20
SHC1	19
EIF5A	19
TXNDC11	19
BID	19
ZNF611	19
NAGK	19
ENSG00000253882	19
HLA-F	19
ZNF23	19
EIF3A	19
SMARCC1	19
ORC3	19
MTMR10	19
HLA-DQA1	19
ZC3HAV1	19
RGS14	19
MTMR6	19
ZBTB20	19
CASP10	19
GLS	19
LGMN	19
SLC25A44	19
VDR	19
PARP11	19
BTN3A3	19
TCL1A	19
ECE1	19
ADCY3	19
TTPAL	19
INF2	19
B4GALT6	19
ENPP4	19
VGLL4	19
INTS6	19
ADAM17	19
ATP6V1A	19
LTN1	19
ZNF331	19
PPIF	19
SEPTIN8	19
UGGT2	19
ZNF680	19
TMED2	19
ATR	19
PPP6R1	19
ZNF76	19
TMEM167A	19
TBC1D22B	19
ORC1	19
TLK2	19
IL10RA	19
SCP2	19
P3H1	19
VAMP7	19
EIF1AX	19
LMNA	19
LANCL1	19
TESPA1	19
TESK2	19
HMSD	19
POU2F2	19
CCDC117	19
MYCBP	19
ZMYM4	19
ZNF138	19
TMEM123	19
LIG1	19
KEAP1	19
DNAJC8	19
UBE2E2	19
CLK4	19
ERO1B	19
TRANK1	19
ARFGAP1	19
ZNF189	19
MARF1	19
TTC33	19
CNBP	19
ZNF550	19
CTTNBP2NL	19
RBM8A	19
RPL4	19
WWP1	19
ASB7	19
PLIN2	19
PSPC1	19
FAM174B	19
RAB2A	19
AIG1	19
APOBEC3D	19
PSMB8-AS1	19
ZGPAT	19
ZFP36L1	19
SP4	19
CLIP1	19
CSF2RB	19
MRPS30	19
PRRC2B	19
DDX60L	19
DDX1	19
RAP1GDS1	19
MPZL3	19
SUMF2	19
CHCHD7	19
HHAT	19
PDCD10	19
RNF41	19
EPHB1	19
DAP3	19
RBM19	19
DGKZ	19
SNX5	19
MORF4L2	19
MED25	19
ERCC1	19
TMLHE	19
HIVEP2	19
NUDCD1	19
CLECL1	19
STIP1	19
SPOPL	19
PDE3B	19
MT-ND5	19
CORO7	19
HCFC2	19
TANGO2	19
HBP1	19
ZNF473	19
HDAC6	19
SREK1IP1	19
DNAJB11	19
AP5Z1	19
HCG18	19
SSTR3	19
AHCTF1	19
AP1G2	19
FRMD6	19
MFSD1	19
SRCAP	19
TMEM50A	19
CPNE5	19
TMEM41B	19
MTBP	19
NLRP2	19
FPGS	19
PPP1CC	18
PYROXD1	18
ARHGEF39	18
ARHGEF18	18
AUP1	18
PLEK	18
EIF3L	18
FANCG	18
PLD3	18
CR1	18
SENP5	18
RSAD2	18
PRCP	18
VWA8	18
PEX2	18
HGS	18
C1orf43	18
PRDM2	18
RHOA	18
GEMIN4	18
C3orf38	18
GBP4	18
WDR43	18
LINC01128	18
DDX52	18
MRPL19	18
RAC2	18
LSS	18
PHKA2	18
DDX19A	18
FBXO7	18
KLHL18	18
CADM1	18
ENTPD1-AS1	18
ANXA5	18
SEL1L3	18
KXD1	18
RBM27	18
EHD1	18
SELENOF	18
TMCO3	18
RAN	18
GPR132	18
PEX1	18
RABGAP1	18
EOLA2	18
TPP1	18
RPGR	18
NFKBIZ	18
NAF1	18
TNFRSF1B	18
ARHGAP10	18
LEPROTL1	18
HSPA8	18
SGPL1	18
GON4L	18
HADHB	18
GLUL	18
PNPO	18
RBBP5	18
SLC20A2	18
CNTRL	18
TOR3A	18
KIDINS220	18
COA1	18
NR4A1	18
PAIP1	18
LIPH	18
HAUS6	18
BPNT1	18
ZFAND6	18
GORASP1	18
NDOR1	18
SF3B2	18
ZNF493	18
SIRT3	18
COCH	18
GOPC	18
NR4A2	18
KCTD10	18
WDR76	18
RFX3	18
SSBP2	18
ZUP1	18
HUS1	18
STK3	18
THOC2	18
B2M	18
SPOUT1	18
ERCC3	18
VPS13C	18
MMUT	18
PSMA4	18
ZNFX1	18
SP2	18
TM9SF1	18
BFAR	18
CREB3L2	18
KATNIP	18
B4GALT4	18
PNN	18
TUBGCP4	18
MMGT1	18
CREBZF	18
COPS7B	18
MFSD10	18
WDR55	18
TLR6	18
BIRC3	18
AP4E1	18
GNG2	18
PDP1	18
IFNGR1	18
DCAF7	18
AICDA	18
TBC1D23	18
UMPS	18
MAPRE2	18
DZIP3	18
DMAP1	18
CEBPZ	18
ADGRE5	18
AIDA	18
PARP6	18
ZDHHC13	18
DGKA	18
CENPI	18
VPS33A	18
PTPRK	18
GRN	18
EBF1	18
SLC50A1	18
CENPN	18
FUT10	18
PTPN2	18
DGCR8	18
CDC123	18
PPFIBP2	18
CCDC138	18
ATP1A1	18
PIBF1	18
SNAPC3	18
MAEA	18
TRIM38	18
WDR44	18
SLFN12L_SLFN13	18
WRN	18
MVP	18
DIAPH3	18
DYRK1A	18
DHCR7	18
QRSL1	18
IPMK	18
ATP11A	18
MSH2	18
DHCR24	18
RCHY1	18
TRAFD1	18
PDIK1L	18
HLA-DRB1	18
SMAP1	18
MRPL30	18
HLA-DMA	18
MAP2K3	18
MCM6	18
LUC7L3	18
DPH3	18
ATG12	18
SMG6	18
FRS2	18
POMT1	18
FUS	18
PDIA3	18
DNAJB4	18
TRIM59	18
EDEM2	18
CCNG2	18
ZCCHC4	17
TP53INP1	17
FMR1	17
RPS3	17
NUP43	17
HELB	17
DNAJB12	17
IRF1	17
ZC3H15	17
ENSG00000251002	17
PRPF39	17
SREK1	17
ADSL	17
APOL3	17
CTIF	17
HLA-DMB	17
AGK	17
RAB4A	17
BTN2A2	17
RNF2	17
TRAK2	17
PMM2	17
REEP5	17
ERLEC1	17
TRDMT1	17
PRKD2	17
EDEM3	17
ACADSB	17
RPL23AP53	17
SRRM2	17
TMEM9B	17
DNMBP	17
ACACA	17
CCDC134	17
ERMARD	17
GRK2	17
SMIM10L1	17
KMT2C	17
EYA3	17
MMADHC	17
RRM1	17
KAT7	17
ZFP90	17
POFUT1	17
PUS7L	17
RAB5A	17
NEK7	17
LMAN1	17
HSF1	17
PGAP2	17
GNG7	17
BMPR2	17
GSTCD	17
CSGALNACT2	17
ATG4A	17
AP4B1	17
METTL4	17
GSAP	17
NKIRAS2	17
TUBB6	17
DPF2	17
ZCCHC10	17
ZHX1	17
NKRF	17
PRPF38A	17
RAD23B	17
WASF1	17
FAM114A2	17
POLR3D	17
SGO1	17
ABCA5	17
ZNF280D	17
HAT1	17
TSEN15	17
RNF167	17
ATM	17
SLC20A1	17
MFSD9	17
PIK3R3	17
CD28	17
PGGT1B	17
TMEM67	17
RAB5B	17
HSPA13	17
MTHFSD	17
CD83	17
COG1	17
TRAPPC6B	17
CSRNP1	17
TIPARP	17
PIGO	17
GMPPB	17
HLA-B	17
POLR3G	17
SARS1	17
RRP12	17
GORAB	17
ZNF770	17
DDX58	17
OSTM1	17
FEZ1	17
CHAF1B	17
FBXO28	17
CENPU	17
GCNT1	17
ME2	17
PDCD6	17
CHD1	17
SUDS3	17
EARS2	17
TPMT	17
INPP5K	17
CARS1	17
CHID1	17
TFIP11	17
CENPF	17
RPGRIP1L	17
TGFBR3	17
KLHL8	17
PIAS1	17
FHOD3	17
SNX17	17
LAS1L	17
ZNF74	17
GFM2	17
EPG5	17
PTTG1IP	17
NFXL1	17
ZNF568	17
TRMU	17
ENSG00000272779	17
SYAP1	17
TCF25	17
NOL6	17
HMGN5	17
EED	17
OMA1	17
ARL5B	17
GBA	17
TEC	17
IAH1	17
ARL5A	17
PDCL	17
GTPBP3	17
LSM8	17
NIBAN1	17
TRIM69	17
DDX21	17
RTN3	17
DEF6	17
TMEM184C	17
ZNF318	17
ADA2	17
OIP5-AS1	17
VRK3	17
DEF8	17
FDX1	17
POLI	17
DDR1	17
TMEM183A	17
CACYBP	17
ATP6V1H	17
EGLN3	17
NUDT16	17
CHMP2B	17
PGS1	17
EMB	17
EMC2	17
MBD4	17
SNHG15	17
SLC35D1	17
PPA2	17
TPI1	17
MYL12A	17
UGP2	17
TRO	17
RAB3IP	17
WDR1	17
C17orf80	17
CDKN1A	17
FARSB	17
MAD1L1	17
CYP4V2	17
TMOD1	17
TROAP	17
IP6K1	17
ELOVL5	17
PIP4K2B	17
GRAMD2B	17
POLD3	17
STMN1	17
RBM15	17
HVCN1	17
ERGIC2	17
THRAP3	17
B3GALNT2	17
MED16	17
SLC35G1	17
FKBP4	17
TMEM154	17
PUM3	17
PDK3	17
ERI1	17
TUFM	17
EPSTI1	17
TTC7A	17
UPF3A	16
PREB	16
ZNF254	16
GATB	16
ZNF558	16
ENSG00000284024	16
RNPS1	16
RBM3	16
RNF216	16
ILF2	16
SCAPER	16
HLA-DPB1	16
FTSJ1	16
ZNF10	16
HCLS1	16
ZDBF2	16
KANSL1	16
ZC3H7B	16
SC5D	16
ITPK1	16
SAFB2	16
FAM53C	16
FTSJ3	16
HDAC7	16
RNF34	16
SEPHS1	16
RAPGEF2	16
SH3PXD2A	16
ZNF211	16
IPO13	16
KRBOX4	16
GMPR2	16
SF3A3	16
KIF18A	16
SEMA7A	16
ZNF33B	16
ZFP62	16
RABGGTB	16
ZNF136	16
RBM22	16
HSD17B4	16
KICS2	16
SAP30BP	16
GPAA1	16
GOT2	16
ETNK1	16
FBRS	16
RBM41	16
IFT80	16
PWWP3A	16
PRPF38B	16
RTF1	16
RAB9A	16
ZNF304	16
ZNF197	16
LCORL	16
RAVER1	16
KIF22	16
EOGT	16
PRKCD	16
QDPR	16
RAB8A	16
ZNF84	16
GID8	16
SEC22C	16
ETAA1	16
ZNF589	16
USP40	16
FAM120AOS	16
EXOC1	16
DNTTIP2	16
PPAT	16
ARID1B	16
ARID1A	16
TMEM182	16
CYBB	16
NUDT4	16
NUDT21	16
AMACR	16
MAF1	16
DIABLO	16
PHACTR4	16
THOP1	16
PPP1R15A	16
TAF4B	16
SOD2	16
TPD52L2	16
CYP7B1	16
CHIC2	16
PDHX	16
SNX4	16
THNSL1	16
POGK	16
LPCAT4	16
AK3	16
ARL6	16
PHF20	16
AGL	16
AGRN	16
NAPA	16
TMX4	16
ARL14EP	16
ARL1	16
TRAK1	16
CLK3	16
ATP6V0A2	16
TRAF6	16
CEP128	16
CWF19L1	16
NARS2	16
SPART	16
NIF3L1	16
ALDH3A2	16
VIPAS39	16
BTBD10	16
TRIM16	16
EIF4EBP2	16
PEDS1	16
PPM1A	16
CENPJ	16
ANTXR2	16
MRPL44	16
MBTPS2	16
NSL1	16
VEZF1	16
ZBED5	16
TMA16	16
LSM5	16
TMBIM1	16
PPIG	16
DDX56	16
BCL9	16
MSH5	16
SLC4A7	16
TMED8	16
APEX1	16
LRRK2	16
DDX20	16
TOPORS	16
TIMM23B	16
DHX35	16
EIF3M	16
DCAF12	16
DHX32	16
CHMP1A	16
DCBLD2	16
DCK	16
CLEC2D_NPM1P7	16
STK25	16
BHLHE40	16
DCUN1D5	16
POLG	16
DDB2	16
POLH	16
UBA2	16
CHORDC1	16
CDCA3	16
BIN1	16
SLX4	16
MAPKBP1	16
UBE2W	16
MTCH2	16
ATG2B	16
MINDY3	16
TBCCD1	16
CDK1	16
ATG5	16
ZZEF1	16
CEP41	16
CDIN1	16
TC2N	16
DNAJC14	16
ACAP1	16
DNAJC13	16
DPY19L2P2	16
CBX3	16
MKI67	16
MYCBP2	16
MANBA	16
NOL11	16
OSER1	16
TTK	16
PIGK	16
CD37	16
DPH2	16
CCPG1	16
PIGT	16
MTFR1L	16
CIAO1	16
WARS2-AS1	16
CNP	16
CNIH1	16
MAP3K14	16
ABCD4	16
OXNAD1	16
ATF1	16
ZC3H12A	16
CMPK1	16
PALB2	16
CCDC97	16
PLRG1	16
TSC22D4	16
TBC1D24	16
WDR45B	16
TCEANC	16
COX11	16
SPTLC2	16
TCTN3	16
MFSD6	16
MAML2	16
NAA25	16
ARMC6	16
SPRTN	16
SPPL2B	16
LITAF	16
CSK	16
CEP20	16
METTL2B	16
SLC23A2	16
TVP23B	16
LMBRD2	16
CSTF2	16
PLEKHG1	16
TRIM21	16
CEP152	16
ARMC9	16
MRPS14	16
YAF2	16
novelGene_SAMD3_AS	16
DNAJB6	16
VPS4B	16
ACTL6A	16
SKIL	16
ACTN1	16
SKAP1	16
ZNF140	15
UBE2L3	15
TMEM38B	15
CDC40	15
DEGS1	15
SNAP29	15
PYCR2	15
RCBTB1	15
SAYSD1	15
BAG5	15
KLHL7	15
SMNDC1	15
MAP3K13	15
PIKFYVE	15
TMEM230	15
DNAJC11	15
GRWD1	15
DNAJA1	15
SMIM12	15
DIS3L2	15
GPR146	15
RELA	15
YKT6	15
TMEM254	15
CISD1	15
NFE2L2	15
CDCA7L	15
ATXN10	15
QSOX1	15
KRBA1	15
NFKBID	15
GPR55	15
ZDHHC16	15
BABAM1	15
CISD2	15
ZMYND11	15
ATXN3	15
TUBB	15
DDX6	15
ZNF468	15
SRP54	15
TANC1	15
PSMD1	15
CARM1	15
MYO5A	15
RPS6KA4	15
NAA16	15
KIAA1143	15
EXOC4	15
CSNK1G1	15
TFCP2	15
C5orf24	15
C5orf15	15
CLOCK	15
KIF1B	15
KIF24	15
PHF11	15
PI4K2B	15
MYC	15
C2CD3	15
GALNS	15
CNOT3	15
RPL38P4	15
CNOT6L	15
MTERF4	15
CCNB1	15
CCNA2	15
CD19	15
CCDC77	15
ZNF460	15
RPP30	15
RNASEH2B	15
KDELR2	15
FAM234A	15
TWNK	15
GALC	15
IP6K2	15
RLF	15
CD55	15
POFUT2	15
RWDD2A	15
ZNF518A	15
EPC1	15
BSDC1	15
YIPF2	15
IL18R1	15
BRD3OS	15
BLOC1S5	15
ISCU	15
RTN4	15
DDX23	15
TM9SF3	15
DDX41	15
DDX42	15
GOLGA2	15
IKBKE	15
KLHL24	15
TXNDC9	15
SURF6	15
DBF4	15
TUBGCP2	15
CWC22	15
KLF10	15
THAP1	15
GGT1	15
RHBDF2	15
ERN1	15
ING1	15
C19orf54	15
CD58	15
YES1	15
CYB561D1	15
GINS1	15
THOC3	15
IMP4	15
KIR3DX1	15
RRP8	15
RGS19	15
THUMPD1	15
MED28	15
MSTO1	15
PIGV	15
IFNGR2	15
LEPR	15
TOGARAM1	15
LINC00426	15
APH1A	15
SUCLA2	15
PPP4C	15
APLP2	15
LYN	15
VARS2	15
USP7	15
SLC25A13	15
APOL1	15
LYPLAL1	15
ACAD11	15
PCMTD1	15
PIP4P2	15
RALGAPA1	15
SDR42E1	15
ACAA2	15
ARFIP2	15
RALA	15
CDKN2AIP	15
TRIM14	15
RBM17	15
CEP85	15
FKBP1A	15
PKMYT1	15
ZNF747	15
PPID	15
SFMBT1	15
FEM1B	15
FBXL3	15
HEATR6	15
SLC12A6	15
SLC38A5	15
FBXL18	15
RNF7	15
SLC11A2	15
SLBP	15
EIF2AK1	15
CENPK	15
FDXR	15
AP2A2	15
EID1	15
PANX1	15
RALY	15
TP73	15
NSRP1	15
OSGEPL1	15
TP73-AS1	15
SLC39A8	15
FGF11	15
TRIM52	15
PCF11	15
DUSP4	15
LDLRAD4	15
ARHGDIA	15
RPF2	15
HIBCH	15
GTPBP10	15
NUF2	15
L3MBTL2	15
GTF3C5	15
MRPS28	15
GTF3C1	15
DPP9	15
CEP131	15
SLC35A5	15
IDH3G	15
ALDH5A1	15
SMARCA4	15
LPAR5	15
IDH2	15
CDK11B	15
ENSG00000267257	15
ZNF772	15
PDE4DIP	15
ALDH1B1	15
STS	15
RAD51B	15
VASP	15
RAD51	15
AIMP1	15
MAN2B2	15
PRKCSH	15
SDAD1	15
IGHA1	15
GYS1	15
ARID5A	15
GUK1	15
ENSG00000268573	15
ALKBH8	15
ARL6IP4	15
RAE1	15
SLC25A37	15
ZBTB8OS	15
SH2B1	15
ARL6IP6	15
NOP9	15
LINC01749	15
ZNF343	14
RABL2B	14
HMGN4	14
PPP1R8	14
CUTALP	14
N4BP2L1	14
CTPS1	14
NADSYN1	14
ADAT1	14
HMGN3	14
AIFM2	14
PNO1	14
MMD	14
CTSB	14
TRIP13	14
SQSTM1	14
CTSH	14
CROT	14
INTS11	14
LIMA1	14
