gene	COUNT(id)
APOL1	12
SON	12
ACTR8	12
DCTD	12
ARHGAP15	12
PAPOLG	12
CSF2RB	12
ARFGAP1	12
SLC25A30	12
ARFIP1	12
ARHGAP10	12
INTS11	12
EEF2K	12
ZNF611	12
CAPN1	12
HSDL2	12
CHAMP1	12
TJAP1	12
RARS2	12
CEP85	12
USP11	12
HLA-DPA1	12
USP8	12
DHX9	12
MFN1	12
DNAJC3	12
HLA-C	12
CHCHD7	12
RFC3	12
C5orf22	12
EBF1	12
WDR45B	12
MGLL	12
CCT5	12
CHEK1	12
MAN2C1	12
RAP2C	12
CHAF1B	12
RBBP7	12
HNRNPU	12
USP47	12
RAD51AP1	12
HMG20A	12
FADS2	12
RIC8A	12
PHTF1	12
C19orf54	12
DIS3	12
RMDN1	12
DYRK1A	12
RAC2	12
TAF6	12
MAP3K8	12
RRN3	12
RHBDF2	12
PHF20	12
CBX5	12
DGKA	12
GPAA1	12
PJA2	12
PNPLA8	12
ZWILCH	12
USP1	12
CENPI	12
DSE	12
PIK3C2A	12
GPR107	12
DPP8	12
GPR132	12
TRIM22	12
SACM1L	12
HSPA4	12
FANCG	12
PLD3	12
TRIM39	12
CARNMT1	12
MAPRE1	12
CEP164	12
VAMP7	12
PIGA	12
CD47	12
PGAP2	12
NT5C3A	12
RANGAP1	12
EXOC7	12
CHL1	12
RAP1GDS1	12
CAMKK2	12
CDCA2	12
DNAJC13	12
USP32	12
GTF2H1	12
TTLL4	11
AP1G1	11
DAG1	11
CARS1	11
AP2A2	11
RALY	11
MCM2	11
COPS3	11
RNF4	11
PIKFYVE	11
BIVM	11
DIAPH3	11
USP40	11
PIM2	11
RMI1	11
AP5M1	11
SMCHD1	11
TBC1D2B	11
PSIP1	11
JMJD1C	11
ZNF3	11
MBNL3	11
CEMIP2	11
RNF145	11
TMEM168	11
PSAP	11
SLC35F5	11
SLC39A8	11
ANKRD13C	11
ITPK1	11
WDHD1	11
CBWD2	11
ANK2	11
TMF1	11
ANAPC16	11
SLC50A1	11
DPP3	11
PRR14L	11
MYNN	11
UBE2J1	11
DPY19L3	11
THOP1	11
GAPDH	11
DAP3	11
PRPSAP2	11
USP37	11
COQ8B	11
MGAT1	11
LIG1	11
DHX35	11
COPS7A	11
CPSF2	11
VDR	11
NOMO2	11
CSGALNACT2	11
NAA16	11
CD19	11
NAA25	11
ACACA	11
PPP1R10	11
SPHK2	11
CDC6	11
FNIP1	11
KIF20A	11
TGFBR3	11
SPDL1	11
ZMYM4	11
SPATS2	11
DLAT	11
KIF15	11
RBM12	11
CSNK1D	11
TGIF2	11
ZFAND5	11
PPP6R1	11
KLHL12	11
RBMX	11
DMAP1	11
SRPK1	11
SRP9	11
TUFM	11
MED25	11
ZFP62	11
TCAF2	11
MED14	11
MYO5A	11
PPP4C	11
TMEM30A	11
VARS2	11
SRSF3	11
FAM53C	11
SPTLC1	11
L3MBTL3	11
ACSL4	11
TTN-AS1	11
FAM234A	11
SNRK	11
OBI1	11
OCIAD1	11
OGA	11
ZNF585B	11
STAG3	11
CAPZA1	11
ZC3HAV1	11
AGL	11
AGPAT5	11
ZC3H18	11
OMA1	11
AHDC1	11
KATNIP	11
USP45	11
TMEM19	11
AK2	11
DNMBP	11
ADGRE5	11
PKN1	11
NR4A1	11
TXNDC11	11
LACC1	11
ZEB1	11
SSRP1	11
CCNL2	11
SORBS2	11
GSAP	11
CCNI2	11
MYO19	11
TBL1XR1	11
ZDHHC3	11
GRN	11
SNX17	11
MFNG	11
USP7	11
ADD3	11
DOCK7	11
SRSF1	11
NDOR1	11
S100PBP	11
EDEM2	11
CIP2A	11
SDHAP1	11
ZNF646	11
RSRC1	11
ZNFX1	11
HNRNPF	11
ATP11C	11
GLB1	11
HMSD	11
C17orf80	11
WNK1	11
IFIH1	11
SAE1	11
TDRD3	11
XRN1	11
UNC45A	11
TRAFD1	11
SCRN1	11
GOLGA5	11
SRRT	11
EPB41L5	11
ZNF875	11
DHCR24	11
M6PR	11
ENO2	11
ENOX2	11
UPF2	11
DHDDS	11
FGD5-AS1	11
CLK3	11
RPRD2	11
SUCLG2	11
PUS7	11
BTBD3	11
AUP1	11
EIF3L	11
ZSCAN12	11
DERL3	11
LSM12	11
MVP	11
BRAP	11
TNFAIP8	11
BABAM1	11
ATR	11
MINDY3	11
GMCL1	11
BABAM2	11
EIF5	11
UMAD1	11
SEPTIN8	11
HSF1	11
PTPRK	11
VPS13A	11
ERN1	11
TMED10	11
ZNF654	11
BTN2A2	11
BTN3A3	11
CLIP1	11
TROAP	11
PHF11	11
ARRDC3	11
PHACTR4	11
SKAP1	11
COA1	11
COL5A1	11
SYK	11
PCCA	11
DUSP10	11
SCD	11
GDI2	11
MPRIP	11
TANGO2	11
TES	11
HLA-DRB1	11
TANGO6	11
COL19A1	11
PMS2	11
TIA1	11
CEP295	11
GEMIN5	11
SLC1A4	11
DTX3L	11
PARP11	11
SAMHD1	11
TNIK	11
HSPA8	11
TSPAN14	11
COG1	11
PIBF1	11
SLC20A1	11
EDEM3	11
PCMTD2	11
PTCH1	11
BCL2	11
PCIF1	11
WDR20	11
ARPC2	11
GNPAT	11
INTS9	11
RPAP1	11
PSME2	11
GNL2	11
SCFD1	11
RPL7L1	11
PIGT	11
TM9SF2	11
DTX2	11
DDB2	11
HLA-DMB	11
WDR41	11
PLEK	10
CUTALP	10
TOR3A	10
NCKIPSD	10
ENSG00000272779	10
FPGS	10
TINF2	10
TMEM39A	10
N4BP2L2	10
EFL1	10
DEPDC1B	10
WBP11	10
DLGAP4	10
WDR7	10
DNAJA2	10
NSF	10
NRAS	10
FANCC	10
PEX5	10
TOR1AIP2	10
DELE1	10
DNAH17-AS1	10
DEK	10
MTRF1	10
PEX1	10
DNAJC10	10
DEF6	10
PLEKHB2	10
DNAJC11	10
EXOC5	10
CWF19L1	10
EDC3	10
ZNF714	10
PALB2	10
OFD1	10
DDX56	10
NOL11	10
EOGT	10
NCBP1	10
PCGF3	10
NEK7	10
MYCBP2	10
MTFR1L	10
OSBPL2	10
D2HGDH	10
OSBPL11	10
POLM	10
DPH2	10
PCNX3	10
FAM168B	10
DOP1A	10
ENSG00000214719	10
PIK3R3	10
PIK3R1	10
NEPRO	10
PIEZO2	10
ZNF407	10
DCUN1D4	10
FDXR	10
FARSB	10
DCTN4	10
PLPP5	10
DPYD	10
POLR3G	10
NID1	10
YTHDC1	10
PIGO	10
ZNF33B	10
NARS1	10
DDX1	10
WRN	10
NAMPT	10
WDR47	10
DNM1L	10
FLOT2	10
ERGIC1	10
ZNF496	10
EIF5A	10
NR4A2	10
PPA2	10
PLA2G6	10
PDPR	10
DDX47	10
NDUFS1	10
WDR3	10
PLAGL1	10
NPHP4	10
ZNF180	10
MTERF4	10
NCF1C	10
CYREN	10
PHF20L1	10
TOMM40L	10
DDX23	10
PDE4B	10
NAPA	10
FCRLA	10
PDCD6	10
ZNF561	10
DDX18	10
DYNC1I2	10
POLG	10
DYM	10
EXOC4	10
ZFP90	10
CCDC91	10
IL12RB1	10
ARHGDIA	10
UBE2V1	10
CDK10	10
IMPA1	10
CMTR2	10
CDK16	10
SLC10A7	10
STT3B	10
VPS35L	10
SKA3	10
CDK5RAP1	10
RAVER1	10
ATAD2B	10
GINS1	10
CUL4B	10
GK	10
TRAF3	10
SHFL	10
IKBKB	10
TSC22D4	10
GM2A	10
URB1	10
PTTG1IP	10
TRIO	10
CNOT6L	10
HNRNPDL	10
TSR1	10
ARHGAP31	10
SLC35F2	10
ANP32A	10
RPLP0	10
ANXA7	10
GCFC2	10
CD96	10
TAF4B	10
C1orf43	10
IRF1	10
IRAK4	10
UBE2K	10
TRIM59	10
GDAP2	10
APPL1	10
RPS6KA4	10
SLC25A46	10
TSTD2	10
INTS6	10
LINC02245	10
RPS6KB1	10
MPI	10
GFM1	10
GFM2	10
SH2B1	10
ATF6	10
MEIS2	10
CHD1	10
HUS1	10
LRRK2	10
SENP2	10
ATXN1	10
CEP152	10
SEL1L3	10
CEP20	10
RAB5B	10
BICD1	10
GOLT1B	10
CHD6	10
B4GALT3	10
RWDD4	10
MAEA	10
SDR39U1	10
BCLAF1	10
BCL9	10
BCL2L1	10
BAZ2B	10
TRMT1L	10
BCAS3	10
RABGGTB	10
RABL2B	10
MACC1	10
LRRFIP2	10
SARS1	10
UHMK1	10
CEP131	10
ATG16L1	10
MKNK1	10
PWWP3A	10
MKI67	10
UBXN2B	10
MANBA	10
BRAT1	10
RAP1A	10
MAN2B2	10
PYCR2	10
BORA	10
CENPN	10
ATP5F1A	10
SETD3	10
BNIP3L	10
UGDH	10
SET	10
CHTOP	10
RAB10	10
TRIQK	10
MAGT1	10
BLNK	10
TRO	10
RPL5	10
RBM26	10
CERT1	10
PRKCSH	10
SNHG15	10
CREB3L2	10
MSC-AS1	10
RICTOR	10
CAPN7	10
FTSJ3	10
SMPD4BP	10
novelGene_SAMD3_AS	10
TFIP11	10
WASH8P	10
KLF6	10
SQSTM1	10
MCM6	10
STAMBP	10
GUK1	10
PPP4R3A	10
SP2	10
SRSF2	10
CARM1	10
LARP1B	10
KSR1	10
SPNS1	10
HDAC10	10
MRS2	10
CC2D1B	10
CCNK	10
TBC1D15	10
HDAC7	10
MRPS30	10
HDHD2	10
SNX25	10
CCDC138	10
ACAP1	10
HBP1	10
TUBB6	10
CASP7	10
CSNK1G3	10
ADORA2A	10
RBM8A	10
CCDC47	10
RECQL5	10
PRXL2B	10
SMAD2	10
HADHA	10
KLHL18	10
FRMD6	10
SLC9A6	10
TUBGCP4	10
CTSS	10
C5orf51	10
JCHAIN	10
COX15	10
STIP1	10
RCBTB1	10
SREK1	10
MAPK8	10
SLX4	10
SLC9B2	10
HIVEP2	10
PRR13	10
PRPF4	10
PSMB8-AS1	10
LEPR	10
RGL1	10
SMG6	10
CD37	10
CTR9	10
ABCD4	10
SMARCC1	10
ANKRD13A	10
CCDC88C	9
CCDC90B	9
USP39	9
HSPA9	9
NDST1	9
TBC1D25	9
MAF1	9
RGS19	9
TMBIM1	9
BCL2L11	9
CCDC77	9
CCDC50	9
NAPB	9
EXD2	9
CCDC198	9
EXO5	9
SBF1	9
HADHB	9
EEF1D	9
EXOC1	9
HDAC2	9
RPL4	9
SAFB2	9
HMGCS1	9
BUD31	9
C11orf24	9
MAPKAP1	9
RPL21	9
C12orf4	9
RREB1	9
RPS6KB2	9
HJURP	9
PHIP	9
ZNF567	9
MAP4K5	9
RPL10A	9
TRIM6	9
ETFA	9
C4orf33	9
HLA-DMA	9
MAPK14	9
NCBP2	9
HLA-DOA	9
RPN1	9
PIAS1	9
C2CD3	9
RTCA	9
FAM114A2	9
TBC1D22A	9
EXOSC9	9
SYNE3	9
CBWD1	9
FAM13A	9
RXRA	9
RNF167	9
PIK3CG	9
TM9SF1	9
DPY19L2P2	9
HELZ2	9
DRAM1	9
MAP2K3	9
RPE	9
RNF34	9
PGS1	9
EBLN3P	9
HERPUD2	9
BTBD10	9
RTEL1	9
PIGS	9
BTN3A2	9
MAT2B	9
USP30	9
ECHDC1	9
EYA3	9
IDH3G	9
STARD13	9
STARD7	9
SMC6	9
AK4	9
LDLR	9
AIG1	9
UBA2	9
TTPAL	9
SLC35A3	9
ZNF215	9
NOP14	9
KCNN3	9
SMTN	9
TYMP	9
novelGene_ENSG00000287421_AS	9
ALAS1	9
OSBPL8	9
ALG8	9
ENSG00000284906	9
ALKBH3	9
JKAMP	9
ZNF25	9
ALMS1	9
ENSG00000251002	9
TTK	9
SLC39A6	9
SLC38A5	9
ZNF28	9
ZBTB17	9
LINC01128	9
ANXA4	9
SLC35A5	9
SNHG17	9
ZDBF2	9
NPM1P7_CLEC2D	9
KIF22	9
KLHL24	9
AAR2	9
ZFX	9
ABCA5	9
ABCA7	9
KLHL13	9
NSMAF	9
ZGPAT	9
SRBD1	9
ZFP1	9
ZFAND6	9
ABL1	9
ABR	9
ZMPSTE24	9
SPATS2L	9
ZNF148	9
ENSG00000267745_SLFN12	9
KIF18A	9
SPATA13	9
NUP62	9
ZMYND11	9
LAMP2	9
LAMP3	9
SOAT1	9
SNX6	9
KHNYN	9
TUBA1B	9
ZNF133	9
SNX11	9
ZNF141	9
TTC21B	9
ZNF318	9
ZNF518A	9
ELOA	9
SERGEF	9
UGP2	9
ERCC6L2	9
SUMF2	9
ATP6AP2	9
ELL	9
ERC1	9
AP4B1	9
ATP2A2	9
ATP13A3	9
ATP13A1	9
ATG7	9
EPSTI1	9
CCHCR1	9
ATP6V1H	9
ATP9B	9
LRSAM1	9
SEMA7A	9
AURKA	9
B3GALNT1	9
PDSS2	9
SECISBP2	9
SEC62	9
B4GALT4	9
EIF2S3	9
PELP1	9
IFNGR1	9
EIF2A	9
LUC7L3	9
XPC	9
TNFRSF1B	9
SFXN1	9
LRIF1	9
SGK1	9
ARHGEF39	9
STK3	9
SLC2A1	9
IPO7	9
STK38	9
APOBEC3D	9
IPO13	9
ZNF343	9
SLC25A44	9
SLC25A32	9
ARFIP2	9
ARHGAP21	9
INPP4A	9
ZNF395	9
INF2	9
IMPDH1	9
EPHB1	9
STRIP1	9
ARID5A	9
ARNTL	9
SIKE1	9
SIK2	9
LNPEP	9
PCNX1	9
SHMT1	9
ASAH1	9
IKZF4	9
IKBKE	9
ZNF468	9
LPIN1	9
LPIN2	9
ATG2A	9
MGME1	9
HACE1	9
GTF3C1	9
CEP128	9
TP53INP1	9
PMM2	9
FBRS	9
FMR1	9
RAD54B	9
TOP3B	9
CERS4	9
PPM1A	9
MIGA1	9
CRYZ	9
TCF25	9
CGGBP1	9
GOT2	9
TCF4	9
PNPT1	9
GORASP1	9
DERL2	9
DERL1	9
GOLPH3L	9
RAB5A	9
TRAPPC6B	9
RALGDS	9
CENPJ	9
CDCA3	9
FTSJ1	9
GTF2H2	9
CDC123	9
DLST	9
METTL15	9
METTL17	9
METTL26	9
METTL4	9
FNTA	9
CDK1	9
GPR55	9
ZNF75A	9
CDK8	9
CSPP1	9
GRAMD2B	9
CDS2	9
CEBPZ	9
MYL6	9
DHX58	9
RAP1B	9
TPK1	9
ZUP1	9
RAB30	9
GALK2	9
VTI1A	9
PRKD2	9
VPS45	9
PSMD5	9
MPZL3	9
MTF2	9
VPS52	9
MTHFSD	9
FHIP1B	9
MRPL44	9
DCTN5	9
TEX264	9
FHIP2A	9
DBNL	9
GALNT10	9
TPM4	9
PSMA1	9
GAS5	9
MTG2	9
VRK3	9
TESPA1	9
GEN1	9
TRAF7	9
CLEC2D	9
CIC	9
GNB1	9
PPIF	9
WDR4	9
PUS10	9
ZRANB2	9
POLD3	9
FLNB	9
DDX46	9
TP73-AS1	9
PSPH	9
VPS26A	9
PTMA	9
VWA8	9
PRKCD	9
PTK2	9
TEPSIN	9
PTCD3	9
CNOT3	9
CREB1	9
RBM41	9
ZNF680	9
MDM1	9
DNAH17	9
GYS1	9
TGS1	9
GUCY1B1	9
NAA15	9
DNAJC8	9
ZNF592	9
RELA	9
GUCY1A1	9
USPL1	9
USP9Y	9
TRIM21	9
UTP15	9
CD40	9
CUL2	9
RFX3	9
CCM2	9
DNMT3A	9
CCT6A	9
TOGARAM1	9
ARPP19	8
IL15RA	8
TMEM123	8
CNOT10	8
IL6ST	8
LIPA	8
ZNF438	8
POLH	8
TBC1D23	8
DDX10	8
UBE3C	8
ARMC6	8
TSN	8
RFC5	8
ARMCX5	8
AEN	8
NAE1	8
NADSYN1	8
ARPC4	8
MORF4L1	8
TMEM63A	8
WDR24	8
INCENP	8
PPP2R2A	8
TBC1D17	8
IMPDH2	8
FAM156A	8
AFG3L1P	8
NET1	8
ZNF426	8
SLC12A6	8
VPS36	8
YARS1	8
SNHG14	8
SLC11A2	8
TRA2B	8
ILF2	8
ENTPD1_ENSG00000270099	8
SLC19A1	8
CMPK1	8
NEMF	8
PARVG	8
EOLA2	8
SHMT2	8
CYP51A1	8
PDE4A	8
FCHSD1	8
ZFYVE16	8
STX7	8
CBFA2T3	8
EME1	8
PUM3	8
ST3GAL3	8
ATF7	8
HEATR5A	8
SNX10	8
DDX59	8
IL15	8
GMPPA	8
PDE7A	8
ADGRD1	8
ATG4C	8
TMED5	8
GMPPB	8
ELP3	8
LRRC37A2_NSFP1	8
UEVLD	8
GMPS	8
WDR76	8
PDCD10	8
EPG5	8
LPCAT4	8
GIMAP8_LINC00996	8
MTMR6	8
CLUH	8
SLC23A2	8
ENSA	8
MTO1	8
PPP2R3C	8
EP400P1	8
NEK4	8
MRPS16	8
CLK4	8
MMD	8
ASB7	8
RNF121	8
SNHG29	8
CLIC4	8
ADPRH	8
CCDC93	8
PRKAG2	8
ADK	8
CLEC2D_NPM1P7	8
ZNF398	8
TMEM254	8
PLA2G15	8
NLRC3	8
TBCCD1	8
ANK1	8
ITPR3	8
ZNF267	8
ANKLE1	8
AIFM2	8
ITGB3BP	8
U2AF2	8
UBE2E1	8
SLC37A4	8
SLC37A3	8
DCAF12	8
SLC36A1	8
AHCTF1	8
ZBTB11	8
TMEM164	8
CYTIP	8
PSMC5	8
LCLAT1	8
ISCU	8
POLR3E	8
ZNF263	8
SLC4A7	8
CCNF	8
LIMK2	8
UBAP1	8
PRRC1	8
SLFN12L_SLFN13	8
SLF2	8
ZBTB8OS	8
TMEM184C	8
ORMDL1	8
DNTTIP2	8
GAS2	8
NOL6	8
ZNF248	8
PRPF3	8
AKR1A1	8
PKMYT1	8
ALKBH8	8
TPGS2	8
TPMT	8
NOMO1	8
TMEM170A	8
SLC7A7	8
SLC6A6	8
ZNF292	8
AOPEP	8
PTBP2	8
PSME3	8
MCFD2	8
SLC25A45	8
GABPB1	8
COG4	8
HCLS1	8
WDR19	8
YKT6	8
NFKB1	8
ZNF197	8
NAT9	8
DCUN1D2	8
SLC25A3	8
ARGLU1	8
INTS1	8
CRKL	8
INPPL1	8
AGGF1	8
OGFOD1	8
MOXD1	8
KCTD10	8
ZNF189	8
NFYA	8
YTHDF2	8
CCNG1	8
AATF	8
ZNF302	8
ZNF304	8
MTIF3	8
PLA1A	8
FGFR1OP2	8
TPD52L2	8
SLC33A1	8
ZC3H15	8
MRE11	8
OIP5-AS1	8
FEZ1	8
SLC30A7	8
APEX1	8
APH1A	8
LCK	8
PALD1	8
ZNF816	8
THRAP3	8
CCDC186	8
IPO4	8
APOL3	8
LAX1	8
GMPR2	8
ZNF140	8
PLSCR3	8
BIRC3	8
PLSCR1	8
KIF2C	8
GUSB	8
HIBCH	8
HSPA4L	8
HSPA13	8
FAM53B	8
CENPK	8
CTSC	8
HSP90AA1	8
SYNGR2	8
ZMIZ2	8
CENPE	8
RPGRIP1L	8
WASF1	8
ACAD9	8
RWDD3	8
CTPS2	8
RPL13	8
GPSM2	8
BIN1	8
TRIM38	8
NAA50	8
SWT1	8
UPF3A	8
ENSG00000268027	8
FAM3A	8
XAF1	8
XAB2	8
PIGQ	8
SCLT1	8
CEP83	8
KIF1B	8
ICAM3	8
MACROD2	8
BDH1	8
LRRC40	8
SCAMP5	8
TMA16	8
MAD1L1	8
CEP43	8
CALCOCO2	8
SSBP2	8
TM9SF3	8
UQCC1	8
TRDMT1	8
URB2	8
URGCP	8
TMEM230	8
RBM19	8
CDC42	8
RPS3	8
C1orf109	8
RPL23AP53	8
RBM27	8
TAF1A	8
RBM3	8
NUDT4	8
DVL2	8
USP22	8
MZB1	8
PI4K2B	8
RBM38	8
ZHX2	8
MSMO1	8
HLA-DQA1	8
PLEKHA2	8
CD69	8
DUSP2	8
TRIM16	8
FAM76B	8
GSTCD	8
C18orf25	8
CSRNP1	8
RASSF4	8
RPL15	8
HROB	8
GRB2	8
MAP3K11	8
EZH1	8
PLK1	8
ZMAT3	8
MAP3K14	8
TUBGCP2	8
SPPL2B	8
RPL17	8
HIVEP1	8
USP12	8
WRAP73	8
FAR1	8
RSPRY1	8
TWNK	8
GSN	8
DTYMK	8
ACOX1	8
NRDE2	8
GOLIM4	8
B4GALT6	8
RNF216	8
TNK2	8
WDR44	8
TBRG1	8
ELAPOR2	8
GORAB	8
CCT8	8
IFT80	8
LANCL1	8
MIR3667HG	8
KHDC4	8
GNS	8
TUBA4A	8
GORASP2	8
ERP44	8
ADAM17	8
FBXL4	8
HELQ	8
FYCO1	8
EIF4G3	8
XRCC3	8
POLA2	8
GOLGA1	8
LRRCC1	8
ZNF131	8
CASP3	8
EIF4H	8
GOLGA2P10	8
HELB	8
SEPTIN1	8
EIF4ENIF1	8
SEPSECS	8
ADAT1	8
GOLGA2P7	8
SNX5	8
CHMP5	8
LTN1	8
SUFU	8
WAPL	8
TARS2	8
PIH1D1	8
KEAP1	8
ZNF711	8
NDUFA10	8
MRRF	8
RNF8	8
CSK	8
BBS7	8
L3MBTL4	8
UNK	8
SNX13	8
ERCC1	8
FAM120AOS	8
PDIK1L	8
ATP2B1	8
SUSD3	8
EGR2	8
PIGV	8
TBX15	8
WDR5	8
ATP6V1A	8
IFNGR2	8
HERC2	8
UGCG	8
HEATR6	8
ZNF138	8
CD109	8
PNPO	8
NAAA	8
GNG7	8
ZZEF1	8
EIF2AK4	8
TMCC3	8
SORD2P	8
FOSB	7
KLHL7	7
KLC4	7
KLC1_ENSG00000269958	7
FOXP2	7
FKBP1A	7
MSH2	7
ZDHHC16	7
WASH7P	7
GALNT7	7
TPI1	7
MRPL42	7
KDM5A	7
G2E3	7
MSL2	7
WASH9P	7
NPAT	7
MRPS28	7
NREP	7
KIAA0753	7
MSANTD4	7
LAMP1	7
KCNMB2	7
TOX2	7
WBP1L	7
KIF20B	7
TOX4	7
ZC3H7B	7
TWF1	7
KIF1C	7
LASP1	7
MTA3	7
L3MBTL2	7
GADD45B	7
MTAP	7
KIAA0040	7
TYW1	7
KSR1_ENSG00000266728	7
ENSG00000277117	7
TMEM50B	7
FZD6	7
FOXM1	7
ZDHHC5	7
MTCH1	7
MSTO1	7
LCORL	7
GALNS	7
ENSG00000275464	7
KATNBL1	7
GAA	7
MTBP	7
NEK1	7
UBAC2	7
GPR108	7
NDEL1	7
MYC	7
GPD2	7
NDC80	7
MIDEAS	7
VIPAS39	7
UPRT	7
MICAL2	7
ETF1	7
VGLL4	7
WDR55	7
MYL12A	7
FASTKD2	7
MAN2A2	7
VDAC1	7
VCPKMT	7
GPC5	7
MIER2	7
IGHD	7
LTV1	7
ERLEC1	7
ULK4	7
ERLIN2	7
TRMT2B	7
LTBP4	7
TNFRSF13B	7
TNFRSF14	7
IFT140	7
ESYT2	7
ESCO2	7
IFT122	7
IFRD1	7
GPAM	7
LY6E	7
LY9	7
MIIP	7
MANBAL	7
GRAMD4	7
HS2ST1	7
UTP4	7
WDTC1	7
NBPF3	7
HIF1AN	7
HEXA	7
TNRC6A	7
UTP6	7
HDHD5	7
UTP25	7
MAP3K13	7
FAM214A	7
NAF1	7
NAGA	7
NAGPA	7
HARS1	7
USP6NL	7
USP5	7
TRIM5	7
MED16	7
USP24	7
USP21	7
HPCAL1	7
TNFSF4	7
GRK3	7
GSPT1	7
MAP3K7CL	7
USP16	7
METTL23	7
HMGB2	7
HMGB1	7
NCBP3	7
HLA-E	7
WIPF2	7
GTF2H2C	7
HLA-DRA	7
GTF3C5	7
ULK3	7
MTSS1	7
NOL10	7
GCNT2	7
MTHFR	7
GCC2	7
GCH1	7
FGF11	7
ZBED5	7
VPS50	7
NIF3L1	7
IPP	7
NKIRAS2	7
YTHDC2	7
GEMIN4	7
IP6K1	7
NFKBIZ	7
INTS4	7
NFE2L2	7
MPDU1	7
ZBTB14	7
MRI1	7
FBXO42	7
NLRX1	7
ZBTB7B	7
ENSG00000284691	7
LHFPL2	7
ENSG00000285417	7
FIG4	7
NME6	7
ENSG00000285744	7
TPP1	7
ITGB3	7
MTHFD2	7
FHIP2B	7
LIN9	7
ENSG00000286129	7
GCA	7
TTC7A	7
NKRF	7
INPP5K	7
YIF1B	7
NFATC1	7
ERCC2	7
LRCH4	7
MKRN2	7
FCER2	7
LRRC20	7
MIS12	7
GNAI2	7
GNAS	7
LRRC47	7
GGA1	7
FBXO7	7
TONSL	7
GNPDA2	7
GNPTAB	7
ERI1	7
GOLGA2	7
LRRK1	7
MKS1	7
UBQLN1	7
NEIL3	7
XRRA1	7
MOSPD1	7
YES1	7
IMPACT	7
YDJC	7
IMP4	7
NEMP2	7
IL7	7
LMF2	7
LMO3	7
GIMAP6	7
IL12RB2	7
VPS13D	7
GLOD4	7
TSEN15	7
IGLV5-52_ENSG00000272779	7
FRG1HP	7
DYNC2I2	7
TAB3	7
TAOK2	7
COCH	7
ALKBH5	7
ALKBH6	7
S1PR1	7
B2M	7
TMEM106C	7
PCNA	7
PCMTD1	7
SSH1	7
ZNF420	7
PCCB	7
PTCD1	7
CNP	7
CNOT9	7
BPTF	7
DNAJC5	7
PPIG	7
TMEM131	7
SACS	7
PCYT1A	7
PSPC1	7
STAT5B	7
ELMOD2	7
ELOVL1	7
SPAG9	7
PSMD13	7
SEC13	7
ST3GAL6	7
PDHA1	7
RIPOR1	7
PSMD6	7
CYB561D1	7
PPP1CC	7
DOK1	7
ARHGAP12	7
RPL18	7
PSMF1	7
SLC1A5	7
RINT1	7
PTGES3	7
RPL26	7
DNAJB11	7
SLC16A3	7
SPICE1	7
SERPINH1	7
ZNF335	7
PALS1	7
RFT1	7
DNAJB6	7
ANAPC10	7
CLK1	7
APP	7
ATXN10	7
ZNF607	7
CLIP4	7
DAXX	7
ATP11B	7
CLIP2	7
ATOX1	7
DNAJB14	7
RPRD1A	7
DNAJC14	7
PTPN20	7
ZNF761_TPM3P9	7
ATP6V0B	7
CYP4V2	7
RHOT1	7
SENP7	7
SEPTIN10	7
SEPTIN11	7
STEAP3	7
PTP4A1	7
PARM1	7
ARHGEF3	7
SPIB	7
RPL6	7
C2orf42	7
PORCN	7
CLSTN1	7
SERINC3	7
ST8SIA4	7
SERP1	7
ALG11	7
PSMC6	7
PPP1R15B	7
PRKCE	7
CREBZF	7
EEF1AKMT2	7
CAPZA2	7
ZNF736	7
CREBBP	7
BIRC5	7
SLC25A12	7
CACNA1E	7
SCP2	7
ZNF493	7
PIDD1	7
ALCAM	7
SARM1	7
SMAP2	7
BCAT2	7
CARMIL1	7
RNF216P1	7
RNF20	7
PRKACB	7
PFN1	7
ALAD	7
BCL11A	7
E2F3	7
CAMSAP1	7
ST3GAL1	7
ZNF550	7
EBP	7
PRDX3	7
PHKA2	7
BDP1	7
BCS1L	7
PRELID3B	7
PREP	7
ARHGAP27	7
CROT	7
CSTF3	7
SMARCB1	7
SCFD2	7
SMC3	7
PRMT1	7
SMAD5	7
CPSF3	7
RNF149	7
EIF3A	7
TBC1D10A	7
PEA15	7
EIF3D	7
DSN1	7
TLE3	7
PSMA4	7
TAP2	7
RPGR	7
BARD1	7
PPP1R8	7
RPL10	7
COPS7B	7
TBC1D13	7
RNF103	7
DPP7	7
RMND5B	7
ACTN1	7
ARHGAP5	7
PIF1	7
CTSH	7
PPP4R1L	7
CASP2	7
EHD1	7
BCAP29	7
TLN1	7
CASP8	7
DTX3	7
DTWD2	7
ZNF512	7
CPD	7
CASP8AP2	7
ACTR1B	7
PEF1	7
TATDN2	7
SAP30BP	7
PPP3CC	7
EIF2D	7
PACS1	7
AMZ2	7
AFF4	7
RPS6	7
ARFGEF2	7
POLR2D	7
ZNF184	7
DDIAS	7
ARFGAP2	7
ZNF182	7
ZNF18	7
SH3PXD2A	7
TMEM214	7
ABCD3	7
ODF2L	7
POLQ	7
CD80	7
CEP95	7
OAZ2	7
CD83	7
RAE1	7
DHX29	7
ANAPC4	7
SH3BP1	7
TCF3	7
PLEKHO2	7
BTG3	7
ORC2	7
AGPS	7
CHEK2	7
ASH2L	7
CHDH	7
BTLA	7
DIS3L2	7
ENSG00000259768	7
ENSG00000259772	7
OLA1	7
DIPK2A	7
ZNF211	7
