	E1	E3
21435_74156084_74178856	2.0	0.0
21436_74152599_74178843	3.0	0.0
21436_74152599_74178879	0.0	2.0
21437_74198542_74218426	0.0	3.0
21437_74198562_74217685	3.0	0.0
21437_74198612_74215061	14.0	0.0
21437_74198612_74216430	0.0	10.0
21437_74198613_74215061	0.0	6.0
21437_74198613_74217568	19.0	0.0
21437_74198613_74217638	0.0	38.0
21437_74198614_74215284	0.0	26.0
21437_74198614_74215285	51.0	0.0
21438_74207702_74215287	4.0	0.0
21438_74207702_74215295	0.0	3.0
21439_74198574_74215061	0.0	13.0
21439_74198585_74217685	0.0	4.0
21439_74198608_74215295	0.0	4.0
21439_74198613_74217568	0.0	35.0
21439_74198614_74217564	2.0	0.0
21439_74198616_74215284	4.0	0.0
21439_74198619_74216430	0.0	2.0
2143_94896958_94927131	0.0	15.0
2143_94896958_94927133	68.0	0.0
2143_94897209_94927133	0.0	11.0
2143_94897209_94927136	44.0	0.0
21440_74198622_74217564	3.0	0.0
21440_74198622_74217568	0.0	3.0
21440_74198624_74215279	3.0	0.0
21441_74361158_74391849	2.0	0.0
21442_74361158_74391847	2.0	0.0
21443_74361158_74391857	4.0	0.0
21444_74361158_74391873	4.0	0.0
21445_74361158_74391847	6.0	0.0
21445_74361158_74391876	0.0	2.0
21446_74361154_74391847	2.0	0.0
21447_74361155_74391869	3.0	0.0
21448_74361156_74392056	0.0	828.0
21448_74361158_74392056	513.0	0.0
21449_74361158_74391857	25.0	0.0
2144_94982738_95072945	6.0	0.0
2144_94982742_95072945	0.0	7.0
21450_74414177_74421611	5.0	0.0
21450_74414178_74421611	0.0	3.0
21451_74414178_74416285	6.0	0.0
21452_74414181_74421631	2.0	0.0
21453_74421729_74425754	12.0	0.0
21453_74421746_74425754	0.0	4.0
21454_74421729_74425754	3.0	0.0
21455_74421729_74425754	5.0	0.0
21456_74421731_74425754	11.0	0.0
21457_74421737_74425754	6.0	0.0
21458_74421729_74425754	0.0	28.0
21458_74421737_74425754	93.0	0.0
21459_74425878_74442422	46.0	0.0
2145_95234209_95247217	2.0	0.0
21460_74425883_74440570	13.0	0.0
21461_74425883_74440537	20.0	0.0
21462_74425884_74441891	2.0	0.0
21463_74455093_74457953	2.0	0.0
21464_74458434_74460882	0.0	3.0
21464_74458439_74460884	4.0	0.0
21465_74458456_74460883	13.0	0.0
21465_74458460_74460883	0.0	7.0
21466_74461057_74465401	12.0	0.0
21466_74461076_74465399	0.0	14.0
21467_74471984_74472670	10.0	0.0
21467_74471985_74475338	0.0	2.0
21468_74474101_74482990	6.0	0.0
21468_74474101_74483029	0.0	3.0
21469_74483067_74494556	3.0	0.0
2146_95234209_95247216	0.0	3.0
2146_95234212_95247216	3.0	0.0
21470_74483080_74496494	2.0	0.0
21471_74483083_74494556	82.0	0.0
21472_74483086_74494557	2.0	0.0
21473_74483086_74494557	7.0	0.0
21474_74483386_74494557	2.0	0.0
21475_74503145_74504676	4.0	0.0
21476_74505050_74507675	5.0	0.0
21477_74518132_74526281	0.0	2.0
21477_74518132_74526378	2.0	0.0
21478_74529177_74533002	7.0	0.0
21478_74529177_74533185	48.0	0.0
21478_74529184_74533173	0.0	27.0
21478_74529934_74533352	0.0	2.0
21478_74529937_74533318	6.0	0.0
21478_74529957_74533000	0.0	2.0
21479_74529904_74533173	3.0	0.0
21479_74529934_74533173	0.0	2.0
2147_6264272_6393377	68.0	52.0
21480_74526648_74529688	3.0	0.0
21480_74526648_74529706	0.0	3.0
21481_74526649_74529706	2.0	0.0
21482_74526653_74529706	3.0	0.0
21483_74526653_74529692	62.0	0.0
21483_74526653_74529696	0.0	37.0
21484_74526654_74529688	2.0	0.0
21485_74533125_74553084	22.0	0.0
21486_74533133_74549436	3.0	0.0
21487_74533134_74552648	2.0	0.0
21488_74554388_74557546	7.0	0.0
21489_74554732_74557546	43.0	0.0
21489_74554734_74557546	0.0	18.0
2148_6264272_6358972	4.0	0.0
21490_74554737_74557546	2.0	0.0
21491_74554737_74557546	14.0	4.0
21492_74554747_74557546	2.0	0.0
21493_74654253_74680766	2.0	0.0
21493_74654264_74682055	2.0	0.0
21493_74654269_74682055	0.0	15.0
21494_74654258_74680759	0.0	2.0
21494_74654258_74682055	10.0	0.0
21494_74654269_74682055	0.0	16.0
21495_74833964_74893347	1100.0	0.0
21495_74834066_74893347	0.0	1173.0
21495_74834075_74893142	4.0	0.0
21495_74834093_74891758	0.0	2.0
21495_74834118_74891140	7.0	0.0
21495_74834118_74893032	3.0	0.0
21495_74834126_74893143	0.0	13.0
21496_74834126_74893347	4.0	14.0
21497_74834128_74893347	2.0	0.0
21497_74834129_74893347	0.0	4.0
21498_74834149_74893347	2.0	0.0
21499_74835003_74893347	15.0	0.0
21499_74835021_74893347	0.0	21.0
2149_96721787_96814787	11.0	6.0
214_212950593_212990904	4.0	12.0
214_212950593_212991583	2.0	13.0
21500_74835602_74893347	2.0	0.0
21501_74872297_74893347	5.0	0.0
21502_74873842_74893347	20.0	0.0
21503_74882117_74893347	3.0	0.0
21504_74834094_74893347	2.0	0.0
21505_74834100_74893347	2.0	0.0
21506_74834126_74893347	14.0	9.0
21507_74958642_74969731	0.0	10.0
21507_74958644_74969731	13.0	0.0
21508_74959029_74969731	2.0	0.0
21509_75646782_75655456	3.0	2.0
21509_75646782_75655724	41.0	27.0
21509_75646782_75659359	9.0	0.0
21509_75646784_75658475	38.0	80.0
21509_75646784_75659353	0.0	15.0
21509_75646784_75662207	0.0	37.0
21509_75646793_75657852	0.0	29.0
21509_75646793_75657856	15.0	0.0
21509_75646793_75662205	16.0	0.0
2150_96721787_96814790	9.0	0.0
21510_75647084_75658475	0.0	5.0
21510_75647084_75658478	2.0	0.0
21511_75662656_75710915	0.0	41.0
21511_75662708_75710915	19.0	0.0
21511_75662934_75710915	2.0	0.0
21511_75664196_75710995	0.0	4.0
21511_75664205_75710915	2.0	0.0
21511_75664434_75710915	44.0	56.0
21511_75664635_75710915	0.0	12.0
21511_75664643_75710915	15.0	0.0
21512_75690636_75710912	2.0	0.0
21513_75701328_75710899	2.0	0.0
21513_75701797_75710700	0.0	2.0
21514_75662707_75710918	0.0	3.0
21514_75662715_75710671	2.0	0.0
21514_75664418_75710925	0.0	5.0
21514_75664434_75710915	9.0	0.0
21515_75662656_75710955	0.0	2.0
21515_75664419_75710889	2.0	0.0
21516_75664643_75710896	2.0	0.0
21517_84423529_84459261	0.0	36.0
21517_84423529_84459269	44.0	0.0
21518_84441062_84459280	2.0	0.0
21519_84905655_84906670	0.0	106.0
21519_84905655_84906675	852.0	0.0
2151_96721784_96814787	0.0	2.0
2151_96721790_96814787	3.0	0.0
21520_84905850_84906670	7.0	0.0
21521_84971385_85053770	4.0	0.0
21522_85318028_85327985	0.0	14.0
21522_85318028_85327989	17.0	0.0
21523_85318033_85327988	29.0	39.0
21523_85321688_85327986	0.0	2.0
21523_85321895_85327989	5.0	0.0
21524_85318041_85327989	2.0	0.0
21525_85342098_85354592	65.0	0.0
21525_85342098_85354625	0.0	98.0
21526_85354768_85391745	2.0	0.0
21527_85354747_85391746	0.0	3.0
21527_85354778_85391745	3.0	0.0
21528_85394754_85410366	0.0	4.0
21528_85394767_85410364	65.0	0.0
21529_85394768_85410363	2.0	0.0
2152_97077744_97921033	118.0	0.0
2152_97077745_97921033	0.0	152.0
2152_97078696_97921029	4.0	0.0
2152_97078841_97921034	9.0	0.0
2152_97078842_97921034	0.0	6.0
21530_85395165_85414016	2.0	0.0
21531_85539167_85545278	17.0	51.0
21532_85539167_85544059	48.0	0.0
21532_85539167_85544060	0.0	27.0
21532_85539167_85544413	0.0	3.0
21532_85539167_85545278	263.0	791.0
21533_85539167_85545278	3.0	12.0
21534_85539167_85545277	0.0	2.0
21534_85539167_85545278	6.0	0.0
21535_85541253_85545277	2.0	0.0
21536_85539167_85545278	2.0	0.0
21536_85539170_85545278	0.0	2.0
21537_85539167_85545278	3.0	22.0
21538_85539167_85545278	2.0	0.0
21539_85539167_85545278	6.0	9.0
2153_97853604_97921034	2.0	0.0
21540_85539167_85545277	0.0	20.0
21540_85539167_85545278	8.0	0.0
21541_85539167_85545278	10.0	9.0
21542_85539167_85545278	11.0	13.0
21543_85539167_85545278	2.0	15.0
21544_85549033_85561493	2.0	0.0
21544_85549053_85561493	0.0	3.0
21545_85558725_85561469	3.0	0.0
21546_85577578_85582030	20.0	0.0
21546_85577583_85582029	0.0	8.0
21547_85584418_85593389	4.0	0.0
21548_85595744_85597581	37.0	7.0
21549_85606655_85612036	0.0	15.0
21549_85606656_85612036	6.0	0.0
21549_85608288_85612046	4.0	0.0
21549_85608289_85612032	0.0	4.0
2154_97077745_97921059	2.0	0.0
21550_85616163_85649278	32.0	0.0
21550_85616176_85649282	0.0	34.0
21551_85616167_85649282	86.0	91.0
21552_85616176_85649282	4.0	0.0
21552_85616289_85649282	0.0	2.0
21553_86024240_86105890	0.0	12.0
21553_86024273_86105875	4.0	0.0
21553_86024453_86105878	24.0	0.0
21553_86024453_86105880	0.0	44.0
21553_86025132_86105886	0.0	5.0
21553_86025243_86105878	0.0	13.0
21553_86025243_86105890	3.0	0.0
21553_86026332_86105886	172.0	0.0
21553_86026332_86106127	0.0	444.0
21553_86026443_86105875	0.0	7.0
21554_86026369_86105885	3.0	0.0
21555_86024453_86105875	0.0	2.0
21555_86025170_86105875	0.0	2.0
21555_86026315_86105875	0.0	47.0
21555_86026328_86105880	13.0	0.0
21556_86024447_86105880	0.0	2.0
21556_86026328_86105886	4.0	0.0
21556_86026329_86105886	0.0	23.0
21557_86024448_86105851	0.0	12.0
21557_86026332_86105886	7.0	0.0
21557_86026362_86105878	0.0	29.0
21558_86026359_86049002	2.0	0.0
21559_86106225_86138202	0.0	213.0
21559_86106225_86139154	0.0	2.0
21559_86106227_86139364	5.0	0.0
21559_86106232_86139367	0.0	6.0
21559_86106234_86137788	57.0	0.0
21559_86106234_86137789	0.0	39.0
21559_86106234_86138135	17.0	0.0
21559_86106234_86138275	163.0	0.0
2155_97077745_97921059	2.0	0.0
2155_97077750_97921034	0.0	2.0
21560_86106225_86138193	3.0	0.0
21561_86106225_86136878	0.0	3.0
21561_86106227_86136876	4.0	0.0
21562_86106232_86138194	2.0	0.0
21563_86143939_86195438	3.0	0.0
21564_86169315_86195454	2.0	0.0
21564_86170781_86195448	0.0	2.0
21564_86170781_86195450	7.0	0.0
21565_86170775_86195438	10.0	0.0
21566_86199456_86213353	0.0	2.0
21566_86199462_86210821	19.0	9.0
21566_86199462_86212841	79.0	0.0
21566_86199462_86212895	0.0	181.0
21566_86199462_86213233	26.0	33.0
21566_86199462_86213466	0.0	2.0
21566_86199462_86213789	14.0	0.0
21566_86199462_86213792	0.0	19.0
21567_86441370_86481954	65.0	19.0
21568_86441370_86480353	67.0	0.0
21569_86441370_86466864	2.0	0.0
2156_97077745_97921034	0.0	6.0
2156_97077746_97921029	3.0	0.0
21570_86441375_86492712	0.0	20.0
21570_86441378_86492712	22.0	0.0
21571_86441378_86492712	4.0	2.0
21572_86441378_86481954	3.0	0.0
21573_86441391_86492712	2.0	0.0
21574_86441355_86492712	2.0	0.0
21575_86441901_86492716	2.0	0.0
21576_86478605_86492712	2.0	0.0
21577_86441359_86492712	3.0	0.0
21578_86441370_86492300	2.0	0.0
21578_86441370_86492712	0.0	743.0
21578_86441370_86492716	824.0	0.0
21578_86441370_86494198	5.0	0.0
21578_86441381_86494198	0.0	2.0
21579_86441370_86492712	17.0	16.0
2157_97192641_97921029	0.0	4.0
2157_97192649_97921025	4.0	0.0
21580_86441370_86492712	13.0	7.0
21581_86441370_86484158	21.0	0.0
21581_86441378_86484158	0.0	17.0
21582_86503432_86563451	0.0	5.0
21582_86504526_86563420	32.0	0.0
21582_86504527_86563389	0.0	28.0
21582_86505602_86563478	0.0	2.0
21583_86504527_86563420	2.0	0.0
21584_86719100_86778041	5.0	0.0
21585_86603399_86721142	6.0	0.0
21586_86603399_86623855	51.0	0.0
21587_86603399_86623283	0.0	3.0
21587_86603407_86623281	2.0	0.0
21588_86603399_86623868	0.0	81.0
21588_86603407_86623865	4.0	0.0
21589_87455402_87585553	2.0	0.0
2158_99850113_99924020	0.0	84.0
2158_99850116_99924020	53.0	0.0
21590_87455430_87521493	8.0	0.0
21591_87455475_87739247	2.0	0.0
21592_88027205_88055768	0.0	6.0
21592_88027206_88055763	12.0	0.0
21593_88556741_88627452	0.0	200.0
21593_88556741_88627536	208.0	0.0
21593_88557091_88627442	2.0	0.0
21594_88574865_88627464	3.0	0.0
21595_88556742_88627452	18.0	0.0
21595_88556742_88627464	0.0	12.0
21596_88556742_88627456	10.0	12.0
21597_88556742_88627549	2.0	0.0
21598_88556742_88627464	6.0	0.0
21598_88556743_88627464	0.0	3.0
21599_88556743_88627439	2.0	0.0
2159_99850116_99924020	6.0	0.0
2159_99850125_99924020	0.0	3.0
215_212950582_212990904	0.0	11.0
215_212950593_212990903	3.0	0.0
215_212950603_212991583	0.0	2.0
21600_88556743_88627464	2.0	0.0
21601_88627891_88631819	2.0	0.0
21602_88691667_88750321	3.0	0.0
21602_88691672_88750928	0.0	58.0
21602_88691672_88750934	90.0	0.0
21603_88857166_88866197	11.0	0.0
21603_88857167_88866204	0.0	3.0
21604_88857166_89222461	379.0	0.0
21605_88857166_89297764	2.0	0.0
21606_88857166_89085724	2.0	0.0
21607_88857166_89245600	2.0	0.0
21608_88857166_88978554	10.0	0.0
21609_88857166_89268502	4.0	0.0
2160_99969994_100024006	0.0	7.0
2160_99969995_100023453	2.0	0.0
2160_99970005_100024006	7.0	0.0
2160_99970012_100023453	0.0	4.0
21610_88857166_89085723	84.0	0.0
21611_88857160_89319740	4.0	0.0
21612_88857167_88858250	2.0	0.0
21613_88857161_88862565	2.0	0.0
21614_91617782_91659967	2.0	0.0
21615_95025706_95053990	2.0	0.0
21616_95086344_95122004	4.0	0.0
21616_95087207_95121987	76.0	0.0
21616_95087207_95121995	0.0	37.0
21617_95087208_95121981	2.0	0.0
21618_95165790_95184314	2.0	0.0
21619_95165790_95182966	6.0	0.0
21619_95165792_95182967	0.0	2.0
21619_95165794_95183581	0.0	2.0
21619_95165804_95184314	0.0	9.0
21619_95165808_95184314	8.0	0.0
2161_99970005_100023450	0.0	18.0
2161_99970005_100023452	8.0	0.0
2161_99970012_100023844	0.0	2.0
2161_99970012_100024006	22.0	0.0
2161_99970017_100024006	0.0	32.0
21620_95402707_95413127	0.0	8.0
21620_95402707_95413130	10.0	0.0
21621_95402715_95413130	0.0	10.0
21621_95402719_95413129	18.0	0.0
21622_95523045_95526762	3.0	0.0
21622_95523049_95526747	0.0	2.0
21622_95524967_95526720	0.0	6.0
21622_95524969_95526739	7.0	0.0
21623_95526775_95558083	2.0	0.0
21624_95526792_95532397	0.0	2.0
21624_95526795_95532264	0.0	3.0
21624_95526795_95532397	4.0	0.0
21625_96010542_96023382	2.0	0.0
21626_96021943_96034928	2.0	0.0
21626_96021946_96034937	0.0	2.0
21627_96021946_96034944	0.0	6.0
21627_96021947_96034936	2.0	0.0
21628_96021947_96027551	2.0	0.0
21629_96021943_96034927	3.0	0.0
21629_96021946_96034937	0.0	6.0
2162_99970012_100024006	0.0	2.0
2162_99970015_100023453	2.0	0.0
2162_99970039_100023354	0.0	2.0
21630_96021946_96034916	25.0	0.0
21630_96021946_96034932	0.0	15.0
21631_96021946_96034936	20.0	0.0
21631_96021946_96034937	0.0	44.0
21632_96021946_96034916	8.0	0.0
21632_96021946_96034937	0.0	3.0
21633_96021946_96034916	2.0	0.0
21634_96021946_96034937	0.0	9.0
21634_96021947_96034941	7.0	0.0
21635_96021946_96034937	0.0	31.0
21635_96021947_96034959	4.0	0.0
21636_96143177_96145440	2.0	0.0
21637_96143177_96145440	2.0	0.0
21638_96143177_96145440	6.0	3.0
21639_96143177_96145440	23.0	6.0
2163_100038068_100082476	3.0	0.0
2163_100038096_100083370	139.0	0.0
2163_100038096_100083371	0.0	191.0
2163_100038097_100083236	67.0	0.0
2163_100038098_100083236	0.0	76.0
21640_96143177_96145440	615.0	99.0
21641_96143177_96145440	4.0	0.0
21642_96143177_96145440	19.0	6.0
21643_96208391_96242621	2.0	0.0
21644_96208391_96242618	3.0	0.0
21645_96184865_96208807	0.0	6.0
21645_96184866_96208825	94.0	0.0
21646_96184866_96208824	747.0	0.0
21646_96184866_96208827	0.0	883.0
21647_96184866_96208824	21.0	0.0
21647_96184866_96208827	0.0	96.0
21648_96250571_96266003	0.0	8.0
21648_96250915_96265989	4.0	2.0
21649_96266215_96273341	0.0	12.0
21649_96266224_96273507	0.0	2.0
21649_96266239_96271558	0.0	13.0
21649_96266240_96273232	2.0	0.0
21649_96266243_96271643	30.0	0.0
21649_96266243_96273334	18.0	0.0
21649_96266243_96273872	4.0	0.0
21649_96266243_96274126	26.0	22.0
21649_96266246_96273123	2.0	0.0
21649_96266265_96273872	0.0	6.0
21649_96266317_96273122	0.0	2.0
2164_100038094_100083371	0.0	3.0
2164_100038097_100083371	3.0	0.0
2164_100038105_100083243	0.0	4.0
21650_96274336_96305530	0.0	40.0
21650_96274338_96305530	29.0	0.0
21650_96274791_96305528	0.0	5.0
21650_96275021_96305530	2.0	0.0
21651_96274738_96305541	2.0	0.0
21652_96274738_96305519	2.0	0.0
21653_96284766_96321888	8.0	0.0
21654_96293051_96305530	7.0	0.0
21655_96274731_96305519	2.0	0.0
21656_96274736_96321888	1832.0	0.0
21657_96274736_96305527	2.0	0.0
21658_96325307_96328866	3.0	0.0
21658_96325309_96328312	4.0	0.0
21658_96325316_96328312	0.0	4.0
21659_96325304_96328312	0.0	4.0
21659_96325307_96328866	0.0	3.0
21659_96325316_96328312	8.0	0.0
21659_96325317_96328860	4.0	0.0
2165_100038094_100083236	0.0	3.0
2165_100038094_100083371	17.0	6.0
2165_100038097_100083242	2.0	0.0
21660_96335748_96373839	3.0	0.0
21660_96335800_96373830	0.0	2.0
21661_96335761_96373839	0.0	4.0
21661_96335781_96373838	8.0	0.0
21662_96335800_96373838	3.0	0.0
21663_96351828_96373839	2.0	0.0
21664_96335759_96373839	2.0	0.0
21665_96335765_96373824	4.0	0.0
21665_96335789_96373832	0.0	9.0
21666_96335741_96373838	0.0	40.0
21666_96335765_96373839	65.0	0.0
21667_96335766_96373824	6.0	0.0
21667_96335781_96373838	0.0	2.0
21668_96335768_96373838	12.0	0.0
21668_96335781_96373838	0.0	8.0
21669_96335759_96377090	0.0	3.0
21669_96335777_96373838	66.0	61.0
2166_100038094_100083371	16.0	0.0
2166_100038095_100083236	0.0	13.0
2166_100038098_100083236	7.0	0.0
2166_100038098_100083371	0.0	20.0
21670_96497647_96505368	8.0	0.0
21671_96536748_96552632	0.0	5.0
21671_96536748_96552633	19.0	0.0
21672_96536751_96552628	18.0	6.0
21673_96536751_96552628	0.0	8.0
21673_96536751_96552633	32.0	0.0
21674_96536751_96552628	0.0	36.0
21674_96536751_96552637	138.0	0.0
21675_96536748_96552628	0.0	9.0
21675_96536751_96552633	5.0	0.0
21676_96536751_96552628	54.0	43.0
21677_96537277_96552633	2.0	0.0
21678_96593201_96638312	16.0	0.0
21679_96593201_96638334	2.0	0.0
2167_100038094_100083240	0.0	3.0
2167_100038094_100083371	0.0	3.0
2167_100038100_100083370	3.0	0.0
21680_96593201_96638322	2.0	0.0
21681_96593201_96638313	10.0	0.0
21682_96593201_96638312	26.0	35.0
21683_96593201_96638322	2.0	0.0
21684_96593201_96638312	4.0	0.0
21684_96593201_96638324	0.0	7.0
21685_96593201_96638322	3.0	0.0
21686_96593201_96638312	0.0	4.0
21686_96593201_96638315	8.0	0.0
21687_96599653_96638312	2.0	0.0
21688_96593201_96638321	4.0	0.0
21688_96593201_96638324	0.0	5.0
21689_96593201_96638312	0.0	17.0
21689_96593201_96638316	5.0	0.0
2168_100038132_100083371	2.0	0.0
21690_96593201_96638312	2.0	0.0
21690_96593201_96638324	0.0	2.0
21691_96593201_96638312	0.0	75.0
21691_96593201_96638320	55.0	0.0
21692_96593201_96638330	2.0	0.0
21693_96593201_96638306	6.0	0.0
21693_96593201_96638322	0.0	16.0
21694_96593201_96638312	93.0	181.0
21695_96705931_96740061	40.0	0.0
21695_96705931_96740064	0.0	42.0
21696_96761059_96811871	0.0	5.0
21696_96761619_96811887	4.0	0.0
21697_96815236_96815509	2.0	0.0
21698_96837914_96858017	2.0	0.0
21699_96848002_96858041	12.0	0.0
21699_96848040_96858038	0.0	2.0
2169_100047087_100083370	2.0	0.0
216_212950593_212991583	0.0	2.0
216_212950603_212990904	0.0	5.0
216_212950639_212991582	2.0	0.0
21700_96859747_96868754	15.0	0.0
21701_97553200_97589835	2.0	0.0
21702_97584515_97590308	2.0	0.0
21703_97646058_97648193	0.0	9.0
21703_97646062_97648193	31.0	0.0
21704_97655966_97664002	158.0	0.0
21704_97655967_97663979	0.0	78.0
21705_97655967_97664002	2.0	0.0
21705_97655971_97664002	0.0	2.0
21706_97655967_97664001	10.0	0.0
21706_97655967_97664006	0.0	9.0
21707_97655967_97664001	3.0	0.0
21708_97756339_97995620	25.0	32.0
21709_97756340_97927466	2.0	0.0
2170_100038083_100083242	3.0	0.0
2170_100038094_100083363	3.0	0.0
2170_100038094_100083371	0.0	2.0
2170_100038150_100083236	0.0	2.0
21710_97775841_97995641	3.0	0.0
21711_98518961_98590783	2.0	0.0
21712_98537909_98590153	6.0	0.0
21713_98599402_98608506	7.0	0.0
21713_98599402_98608509	0.0	5.0
21713_98600476_98608512	0.0	2.0
21713_98600486_98608499	9.0	0.0
21714_98599402_98608483	0.0	6.0
21714_98600485_98608491	2.0	15.0
21715_98608612_98618403	4.0	0.0
21715_98608612_98618404	0.0	2.0
21715_98608612_98618512	14.0	9.0
21716_98619150_98731090	0.0	4.0
21716_98619158_98731144	2.0	0.0
21717_98624491_98731111	0.0	2.0
21717_98625505_98731144	2.0	0.0
21718_99154966_99163136	0.0	2.0
21718_99155007_99163136	8.0	0.0
21719_99169264_99181032	0.0	13.0
21719_99169264_99181048	24.0	0.0
2171_100083562_100133007	35.0	0.0
2171_100083570_100133001	0.0	33.0
21720_99169264_99181050	4.0	0.0
21721_99181133_99198106	0.0	2.0
21721_99181169_99199560	9.0	0.0
21721_99181185_99196986	5.0	0.0
21721_99181185_99197625	6.0	0.0
21721_99181185_99199560	0.0	17.0
21721_99181193_99195788	0.0	2.0
21721_99181197_99197432	34.0	0.0
21721_99181197_99197433	0.0	48.0
21721_99181206_99195795	8.0	0.0
21721_99181206_99197624	0.0	8.0
21722_99181198_99197433	0.0	2.0
21722_99181206_99197445	2.0	0.0
21723_99301715_99336347	2.0	0.0
21724_99317270_99336356	0.0	2.0
21724_99318989_99336333	0.0	59.0
21724_99318989_99336347	39.0	0.0
21724_99319216_99336333	0.0	4.0
21724_99319218_99336336	4.0	0.0
21725_99319025_99336224	2.0	0.0
21726_99319025_99336359	2.0	0.0
21727_99321739_99336333	2.0	0.0
21728_99337317_99400740	2.0	0.0
21728_99337388_99399779	73.0	0.0
21728_99337388_99399928	0.0	3.0
21728_99337393_99400067	0.0	9.0
21728_99337393_99400546	2.0	0.0
21728_99337399_99399778	0.0	90.0
21728_99337520_99400067	3.0	0.0
21729_99337393_99394315	5.0	0.0
21729_99337406_99394315	0.0	3.0
2172_100133146_100150208	0.0	3.0
2172_100133146_100150490	6.0	0.0
2172_100133149_100150490	0.0	18.0
21730_99337391_99363863	0.0	25.0
21730_99337393_99363863	31.0	0.0
21731_99337388_99371718	0.0	4.0
21731_99337399_99371722	5.0	0.0
21732_99337369_99369448	3.0	0.0
21732_99337388_99369446	0.0	2.0
21733_99337387_99390705	3.0	0.0
21733_99337388_99390705	0.0	5.0
21734_99400475_99490002	0.0	5.0
21734_99400941_99489990	0.0	2.0
21734_99400949_99490015	5.0	0.0
21735_99403068_99490000	12.0	0.0
21736_100391861_100417397	3.0	0.0
21736_100391861_100417458	0.0	4.0
21737_100562967_100576732	8.0	0.0
21737_100562967_100577471	5.0	0.0
21737_100562979_100577471	0.0	14.0
21737_100562981_100576732	0.0	10.0
21738_100563358_100576732	2.0	0.0
21739_101002275_101006418	2.0	0.0
2173_100133149_100150505	3.0	0.0
21740_101002288_101019750	9.0	0.0
21741_101002279_101006418	0.0	3.0
21741_101002291_101006418	2.0	0.0
21742_101002292_101006418	224.0	39.0
21742_101002292_101007265	3.0	2.0
21743_101002535_101006417	2.0	0.0
21744_101276095_101308701	5.0	0.0
21744_101276095_101308749	0.0	2.0
21744_101276538_101308695	192.0	0.0
21744_101276538_101308698	0.0	46.0
21744_101277016_101308699	0.0	2.0
21745_101276537_101308695	6.0	0.0
21746_101276537_101308690	3.0	0.0
21747_101276538_101308690	2.0	0.0
21748_101835891_101891987	2.0	0.0
21749_102355679_102398772	9.0	0.0
2174_100133044_100150490	0.0	47.0
2174_100133162_100149960	0.0	5.0
2174_100133162_100150490	19.0	0.0
21750_102355795_102398775	3.0	0.0
21750_102355815_102398772	0.0	8.0
21751_102355816_102398755	2.0	0.0
21752_102355828_102389418	2.0	0.0
21753_102714631_102736884	2.0	0.0
21753_102714632_102736878	0.0	8.0
21753_102715842_102736878	4.0	0.0
21753_102715842_102736886	0.0	11.0
21753_102716602_102736856	2.0	0.0
21753_102717693_102736882	0.0	4.0
21754_102715840_102736878	2.0	0.0
21754_102715842_102736866	0.0	8.0
21755_102714632_102736859	0.0	3.0
21755_102715840_102736885	2.0	0.0
21755_102715842_102736859	0.0	9.0
21756_102715842_102736882	2.0	0.0
21757_102736914_102817664	4.0	0.0
21757_102736921_102817411	0.0	10.0
21757_102736930_102816603	2.0	0.0
21757_102736931_102817674	0.0	4.0
21757_102736934_102815944	0.0	2.0
21757_102736934_102816562	0.0	3.0
21757_102736934_102816817	0.0	2.0
21757_102736934_102816823	2.0	0.0
21757_102736934_102817418	3.0	0.0
21758_102736924_102776616	2.0	0.0
21759_105038062_105099959	0.0	29.0
21759_105038074_105099959	53.0	0.0
2175_100133152_100150490	0.0	7.0
2175_100133162_100150495	3.0	0.0
21760_105264390_105329669	5.0	0.0
21760_105267084_105329696	8.0	0.0
21761_105267084_105296390	2.0	0.0
21762_105745075_105894270	5.0	0.0
21763_106093308_106194299	4.0	0.0
21764_106093311_106194299	0.0	24.0
21764_106093313_106194299	59.0	0.0
21764_106093612_106194299	5.0	3.0
21765_106093314_106194299	17.0	9.0
21765_106093615_106194299	4.0	0.0
21766_108449221_108471138	2.0	0.0
21767_108471496_108509398	0.0	8.0
21767_108471755_108509397	2.0	0.0
21768_108449188_108470020	2.0	0.0
21769_108449191_108455889	2.0	0.0
2176_6521356_6554513	2.0	0.0
21770_108449205_108509397	7.0	0.0
21771_108449215_108472887	4.0	0.0
21771_108449221_108472887	0.0	6.0
21772_108621245_108684431	2.0	0.0
21772_108621250_108684431	0.0	2.0
21773_108534375_108684304	5.0	0.0
21773_108534414_108685361	3.0	0.0
21773_108534430_108687238	11.0	0.0
21773_108534437_108684431	13.0	12.0
21773_108534438_108687244	0.0	18.0
21773_108534460_108684138	2.0	0.0
21774_108719436_108755256	2.0	0.0
21774_108719524_108755256	0.0	5.0
21775_108719481_108766622	0.0	5.0
21775_108719490_108765134	0.0	4.0
21775_108719501_108765438	0.0	6.0
21775_108719501_108768388	0.0	297.0
21775_108719506_108768380	91.0	0.0
21775_108719517_108766948	0.0	6.0
21775_108719519_108766622	4.0	0.0
21776_108719481_108784793	0.0	7.0
21776_108719502_108784106	0.0	97.0
21776_108719514_108784104	28.0	0.0
21776_108719517_108784332	2.0	0.0
21776_108719528_108784797	2.0	0.0
21776_108719530_108784332	0.0	4.0
21777_108775782_108785807	2.0	0.0
21778_108719445_108766950	2.0	0.0
21778_108719517_108767119	0.0	6.0
21779_108719445_108740683	2.0	0.0
